severity,category,item,detail
warn,duplicate_title,EVYELİ TEZG.2G/1D SOL 3 PERDELİ TABAN RAFLI  DEM. 160*60 · Öztiryakiler Endüstriyel Mutfak · Equsto,"2 products: oztiryakiler-endustriyel-mutfak__7754-166a8-21, oztiryakiler-endustriyel-mutfak__7754-166e8-21"
warn,duplicate_title,EVYELİ TEZG.2G/1D SOL 3 PERDELİ TABAN RAFLI  DEM. 160*70 · Öztiryakiler Endüstriyel Mutfak · Equsto,"2 products: oztiryakiler-endustriyel-mutfak__7754-167b8-21, oztiryakiler-endustriyel-mutfak__7754-167c8-21"
warn,duplicate_title,EVYELİ TEZG.2G/1D SOL 3 PERDELİ TABAN RAFLI  DEM. 190*70 · Öztiryakiler Endüstriyel Mutfak · Equsto,"2 products: oztiryakiler-endustriyel-mutfak__7754-197c8-21, oztiryakiler-endustriyel-mutfak__7754-197d8-21"
warn,duplicate_title,EVYELİ TEZG.2G/1D SAĞ 3 PERDELİ TABAN RAFLI  DEM. 160*60 · Öztiryakiler Endüstriyel Mutfak · Equsto,"2 products: oztiryakiler-endustriyel-mutfak__7754-166a8-25, oztiryakiler-endustriyel-mutfak__7754-166e8-25"
warn,duplicate_title,EVYELİ TEZG.2G/1D SAĞ 3 PERDELİ TABAN RAFLI  DEM. 160*70 · Öztiryakiler Endüstriyel Mutfak · Equsto,"2 products: oztiryakiler-endustriyel-mutfak__7754-167b8-25, oztiryakiler-endustriyel-mutfak__7754-167c8-25"
warn,duplicate_title,EVYELİ TEZG.2G/1D SAĞ 3 PERDELİ TABAN RAFLI  DEM. 190*70 · Öztiryakiler Endüstriyel Mutfak · Equsto,"2 products: oztiryakiler-endustriyel-mutfak__7754-197c8-25, oztiryakiler-endustriyel-mutfak__7754-197d8-25"
warn,product_data,missing_image,48 products without images
info,entity_brands,brand_count,4 unique brands in catalog
warn,entity_brands,marka_metadata,Brand pages lack SSR description + Brand JSON-LD (template upgrade pending)
ok,en_coverage,en_shop_urls,TR shop=7700 EN shop=7700 in sitemap
ok,schema,app/(shop)/shop/[dept]/[slug]/page.tsx,Product JSON-LD
warn,schema,app/(shop)/shop/marka/[slug]/page.tsx,Brand JSON-LD
warn,schema,app/(shop)/shop/[dept]/page.tsx,CollectionPage / ItemList
ok,schema,components/seo/GlobalSiteJsonLd.tsx,Organization + WebSite
warn,schema,rehber/* comparison pages,FAQPage + Article
