file	poz	ad	bolum	bolumAd
sarkuteri-kiosk-kiosk.json	A1	İSTİF RAFI		
sarkuteri-kiosk-kiosk.json	A2	BLOK KAPAKLI DERİN DONDURUCU		
sarkuteri-kiosk-kiosk.json	B1	PANEL TİP SOĞUK ODA	B	B- SOĞUK ODA
sarkuteri-kiosk-kiosk.json	B2	İSTİF RAFI	B	B- SOĞUK ODA
sarkuteri-kiosk-kiosk.json	Y1	YER IZGARASI	Y	Y- YER IZGARASI
sehir-otel-500-2000-kocaeli.json	005	Izgara, Perfect 900seri, 1M, gazlı, setüstü, düz+oluklu	A	A-SICAK MUTFAK
sehir-otel-500-2000-kocaeli.json	009	Fritöz, Perfect 900seri, 1M, elektrikli, setüstü	A	A-SICAK MUTFAK
sehir-otel-500-2000-kocaeli.json	010	Sosbenmari, Perfect 900seri, 1/2M, elektrikli, setüstü	A	A-SICAK MUTFAK
sehir-otel-500-2000-kocaeli.json	011	Kuzine, Perfect 900seri, 1.5M, gazlı, 6 açık ocak, setüstü	A	A-SICAK MUTFAK
sehir-otel-500-2000-kocaeli.json	001	Depo tipi buzdolabı, Tek kapılı, poliüretan gövdeli	B	B-SOĞUK MUTFAK
sehir-otel-500-2000-kocaeli.json	003	Bıçak sterilizatörü, 10 bıçaklık	B	B-SOĞUK MUTFAK
sehir-otel-500-2000-kocaeli.json	006	Salam dilimleme makinesi, ekonomik model,çap: 300 mm	B	B-SOĞUK MUTFAK
sehir-otel-500-2000-kocaeli.json	008	Duvar rafı	B	B-SOĞUK MUTFAK
sehir-otel-500-2000-kocaeli.json	009	Ordövr Tabak toplama arabası (100 tabak)	B	B-SOĞUK MUTFAK
sehir-otel-500-2000-kocaeli.json	001	Kepçe askı borusu, 1000mm	D	D -MUTFAK BULAŞIK
sehir-otel-500-2000-kocaeli.json	006	Tel Raf-4 Katlı- ınox304-61*137*183	D	D -MUTFAK BULAŞIK
sehir-otel-500-2000-kocaeli.json	002	Et kütüğü, Polietilen tablalı	E	E -ET HAZIRLIK
sehir-otel-500-2000-kocaeli.json	003	Çöp kazanı kapaklı Ø400 AISI304, 4 tekerlekli	E	E -ET HAZIRLIK
sehir-otel-500-2000-kocaeli.json	007	Bıçak sterilizatörü, 10 bıçaklık	E	E -ET HAZIRLIK
sehir-otel-500-2000-kocaeli.json	008	Tel Raf-4 Katlı- ınox304-46*152*183	E	E -ET HAZIRLIK
sehir-otel-500-2000-kocaeli.json	009	Tel Raf-4 Katlı- ınox304-46*137*183	E	E -ET HAZIRLIK
sehir-otel-500-2000-kocaeli.json	010	Tel Raf-4 Katlı- ınox304-46*107*183	E	E -ET HAZIRLIK
sehir-otel-500-2000-kocaeli.json	004	Patates soyma makinası, Elektronik, 10Kg/sefer	G	G -SEBZE HAZIRLIK
sehir-otel-500-2000-kocaeli.json	006	Bıçak sterilizatörü, 10 bıçaklık	G	G -SEBZE HAZIRLIK
sehir-otel-500-2000-kocaeli.json	007	Duvar rafı	G	G -SEBZE HAZIRLIK
sehir-otel-500-2000-kocaeli.json	009	Sebze doğrama makinesi, 1 hız, 375 dv/dk, polikarbonat baza	G	G -SEBZE HAZIRLIK
sehir-otel-500-2000-kocaeli.json	009 A	CL 50/52/55/60/R502/R602 disk seti,12 disklik, dilimleme 2-5mm, rendel 2-5 mm,jülyen 3x3-4x4mm, küb 10x10 mm,parmak patates 10 mm,20X20 küp	G	G -SEBZE HAZIRLIK
sehir-otel-500-2000-kocaeli.json	010	Duvar rafı	G	G -SEBZE HAZIRLIK
sehir-otel-500-2000-kocaeli.json	011	Tel Raf-4 Katlı- ınox304-61*152*183	G	G -SEBZE HAZIRLIK
sehir-otel-500-2000-kocaeli.json	012	Tel Raf-4 Katlı- ınox304-61*122*183	G	G -SEBZE HAZIRLIK
sehir-otel-500-2000-kocaeli.json	001	Planet mikser,Kapasite:60lt,Koruma kalkanlı, 380V-50HZ-3PH, 3hızlı	H	H- PATİSERİ
sehir-otel-500-2000-kocaeli.json	002	Hamur yoğurma mak.Spiral 75 lt.kazanlı, çift devirli 380 V 25 kg un kapasiteli	H	H- PATİSERİ
sehir-otel-500-2000-kocaeli.json	004	Çöp kazanı kapaklı Ø400 AISI304, 4 tekerlekli	H	H- PATİSERİ
sehir-otel-500-2000-kocaeli.json	006	Duvar dolabı, Kapılı	H	H- PATİSERİ
sehir-otel-500-2000-kocaeli.json	009	Malzeme (erzak) arabası , Plastik , 102 lt., Beyaz renk	H	H- PATİSERİ
sehir-otel-500-2000-kocaeli.json	010 A	Taban , tavan ilavesi, E modülü için, Fırın siparişlerinde mutlaka bu ilave verilmelidir	H	H- PATİSERİ
sehir-otel-500-2000-kocaeli.json	010 B	Mayalama dolabı, E modülü fırın için, Mayalama dolabı (ısıtma+mayalama), tekerlekli Kapasite: 18 adet 60x40 lık tepsi	H	H- PATİSERİ
sehir-otel-500-2000-kocaeli.json	012	Tel Raf-4 Katlı- ınox304-61*137*183	H	H- PATİSERİ
sehir-otel-500-2000-kocaeli.json	013	Tel Raf-4 Katlı- ınox304-61*122*183	H	H- PATİSERİ
sehir-otel-500-2000-kocaeli.json	001	Soğuk banket arabası +2 / +10, 7 adet GN 2/1 kapasite	L	L -GARSON HOLÜ
sehir-otel-500-2000-kocaeli.json	002	Banket arabası, Isıtmalı, GN1/1 20ad. tepsi kapasiteli	L	L -GARSON HOLÜ
sehir-otel-500-2000-kocaeli.json	004	Modüler buz makinesi, kapasite: 320 kg/gün , paslanmaz çelik	L	L -GARSON HOLÜ
sehir-otel-500-2000-kocaeli.json	004 A	Buz makinesi deposu, kapasite: 252 kg N202-302-402-502M, F120,F200 SF300 VE SF500 ile birlikte kullanılır	L	L -GARSON HOLÜ
sehir-otel-500-2000-kocaeli.json	009	Depo tipi buzdolabı, Çift kapılı, poliüretan gövdeli	L	L -GARSON HOLÜ
sehir-otel-500-2000-kocaeli.json	001	Tel Raf-4 Katlı- ınox304-61*152*183	M	M-DEPOLAR
sehir-otel-500-2000-kocaeli.json	001	Yer ızgarası, tavalı, alttan çıkışlı,orta eğimli, Sığ tip, 300*1826*145 mm DN 70 PVC(Ø75mm)	Y	Y-YER IZGARALARI
sehir-otel-500-2000-kocaeli.json	002	Yer ızgarası, tavalı, alttan çıkışlı,orta eğimli, Sığ tip, 300*1626*145 mm DN 70 PVC(Ø75mm)	Y	Y-YER IZGARALARI
sehir-otel-500-2000-kocaeli.json	003	Yer ızgarası, tavalı, alttan çıkışlı, eğimsiz, 300*300*122 mm DN 70 PVC(Ø75mm), Sığ tip	Y	Y-YER IZGARALARI
sehir-otel-500-2000-kocaeli.json	004	Yer ızgarası, tavalı, alttan çıkışlı,orta eğimli, Sığ tip, 300*1184*145 mm DN 70 PVC(Ø75mm)	Y	Y-YER IZGARALARI
sehir-otel-500-2000-kocaeli.json	005	Yer ızgarası, tavalı, alttan çıkışlı,orta eğimli, Sığ tip, 300*941*145 mm DN 70 PVC(Ø75mm)	Y	Y-YER IZGARALARI
sehir-otel-500-2000-kocaeli.json	006	Yer ızgarası, tavalı, alttan çıkışlı, eğimsiz, 300*300*122 mm DN 70 PVC(Ø75mm), Sığ tip	Y	Y-YER IZGARALARI
sehir-otel-500-2000-kocaeli.json	007	Yer ızgarası, tavalı, alttan çıkışlı, eğimsiz, 300*741*122 mm DN 70 PVC(Ø75mm), Sığ tip	Y	Y-YER IZGARALARI
sehir-otel-500-2000-kocaeli.json	001	Patiseri soğuk depo	Z	Z-SOĞUK ODALAR
sehir-otel-500-2000-kocaeli.json	002	Soğuk mutfak soğuk depo	Z	Z-SOĞUK ODALAR
sehir-otel-500-2000-kocaeli.json	003	Et derin dondurucu	Z	Z-SOĞUK ODALAR
sehir-otel-500-2000-kocaeli.json	004	Et soğuk depo	Z	Z-SOĞUK ODALAR
sehir-otel-500-2000-kocaeli.json	005	Sebze soğuk depo	Z	Z-SOĞUK ODALAR
sehir-otel-500-2000-kocaeli.json	001	Depo tipi buzdolabı, Tek kapılı, poliüretan gövdeli	L	L-GARSON HOLÜ
sehir-otel-500-2000-kocaeli.json	002	Modüler buz makinesi, kapasite: 320 kg/gün , paslanmaz çelik	L	L-GARSON HOLÜ
sehir-otel-500-2000-kocaeli.json	002 A	Buz makinesi deposu, kapasite: 252 kg N202-302-402-502M, F120,F200 SF300 VE SF500 ile birlikte kullanılır	L	L-GARSON HOLÜ
sehir-otel-500-2000-kocaeli.json	003	Tartım baskülü, 300 LCD ekran, 70*80 cm ptatform. otomatik sıfırlama	M	M-DEPOLAR
sehir-otel-500-2000-kocaeli.json	001	Yer ızgarası, tavalı, alttan çıkışlı, eğimsiz, 300*300*122 mm DN 70 PVC(Ø75mm), Sığ tip	Y	Y -YER IZGARALARI
sehir-otel-500-2000-kocaeli.json	002	Yer ızgarası, tavalı, alttan çıkışlı, eğimsiz, 300*300*122 mm DN 70 PVC(Ø75mm), Sığ tip	Y	Y -YER IZGARALARI
sehir-otel-500-2000-kocaeli.json	003	Yer ızgarası, tavalı, alttan çıkışlı,orta eğimli, Sığ tip, 300*1384*145 mm DN 70 PVC(Ø75mm)	Y	Y -YER IZGARALARI
sehir-otel-500-2000-kocaeli.json	004	Yer ızgarası, tavalı, alttan çıkışlı,orta eğimli, Sığ tip, 300*1626*145 mm DN 70 PVC(Ø75mm)	Y	Y -YER IZGARALARI
sehir-otel-500-2000-kocaeli.json	001	Soğuk oda	Z	Z -SOĞUK ODALAR
sehir-otel-500-2000-kocaeli.json	002	Çöp soğuk oda	Z	Z -SOĞUK ODALAR
sehir-otel-500-2000-kocaeli.json	001	Kuver ünitesi, GN1/4*3ad., GN1/1*1ad.	P	P -PERSONEL MUTFAĞI
sehir-otel-500-2000-kocaeli.json	004	Tepsi standı, Cr-Ni boru	P	P -PERSONEL MUTFAĞI
sehir-otel-500-2000-kocaeli.json	006	Tepsi standı, Cr-Ni boru	P	P -PERSONEL MUTFAĞI
sehir-otel-500-2000-kocaeli.json	010	Çay otomatı Master 2000, 23 lt.CC-23	P	P -PERSONEL MUTFAĞI
sehir-otel-500-2000-topkapi.json	A2	DUVAR DOLABI	L	LOUNGE MUTFAK
sehir-otel-500-2000-topkapi.json	A4	DUVAR DOLABI	L	LOUNGE MUTFAK
sehir-otel-500-2000-topkapi.json	A5	MİKRODALGA FIRIN	L	LOUNGE MUTFAK
sehir-otel-500-2000-topkapi.json	A7	CİHAZALTI BUZDOLABI, ÇEKMECELİ	L	LOUNGE MUTFAK
sehir-otel-500-2000-topkapi.json	A8	IZGARA, GAZLI, ETÜSTÜ	L	LOUNGE MUTFAK
sehir-otel-500-2000-topkapi.json	A9	SOS BAINMARIE, ELK., SETÜSTÜ	L	LOUNGE MUTFAK
sehir-otel-500-2000-topkapi.json	A10	2 AÇIK ALEVLİ OCAK, GAZLI, SETÜSTÜ	L	LOUNGE MUTFAK
sehir-otel-500-2000-topkapi.json	A12	TOST MAKİNASI	L	LOUNGE MUTFAK
sehir-otel-500-2000-topkapi.json	A14	TAVA RAFI	L	LOUNGE MUTFAK
sehir-otel-500-2000-topkapi.json	A16	DUVAR RAFI	L	LOUNGE MUTFAK
sehir-otel-500-2000-topkapi.json	A17	BULAŞIK YIKAMA MAKİNASI, SETALTI	L	LOUNGE MUTFAK
sehir-otel-500-2000-topkapi.json	Y1	YER IZGARASI	Y	YER IZGARASI
sehir-otel-500-2000-topkapi.json	B1	PANEL TİP DERİN DONDURUCU ODA	A	ANA MUTFAK DERİN DONDURUCU DEPO
sehir-otel-500-2000-topkapi.json	B2	İSTİF RAFI	A	ANA MUTFAK DERİN DONDURUCU DEPO
sehir-otel-500-2000-topkapi.json	B3	İSTİF RAFI	A	ANA MUTFAK DERİN DONDURUCU DEPO
sehir-otel-500-2000-topkapi.json	B4	İSTİF RAFI	A	ANA MUTFAK DERİN DONDURUCU DEPO
sehir-otel-500-2000-topkapi.json	C1	KUVER ÜNİTESİ	P	PERSONEL YEMEKHANESİ
sehir-otel-500-2000-topkapi.json	C2	BAINMARIE	P	PERSONEL YEMEKHANESİ
sehir-otel-500-2000-topkapi.json	C4	DEPO TİPİ BUZDOLABI, TEK KAPILI	P	PERSONEL YEMEKHANESİ
sehir-otel-500-2000-topkapi.json	C5	BANKET ARABASI	P	PERSONEL YEMEKHANESİ
sehir-otel-500-2000-topkapi.json	C9	ÇAY OTOMATI	P	PERSONEL YEMEKHANESİ
sehir-otel-500-2000-topkapi.json	D2	DUVAR RAFI	P	PERSONEL BULAŞIKHANE
sehir-otel-500-2000-topkapi.json	D3	BULAŞIK YIKAMA MAKİNASI, SETALTI	P	PERSONEL BULAŞIKHANE
sehir-otel-500-2000-topkapi.json	D4	İSTİF RAFI	P	PERSONEL BULAŞIKHANE
sehir-otel-500-2000-topkapi.json	D5	TEPSİ TOPLAMA ARABASI	P	PERSONEL BULAŞIKHANE
sehir-otel-500-2000-topkapi.json	Y1	YER IZGARASI	Y	YER IZGARASI
sehir-otel-500-2000-topkapi.json	E1	DEPO TİPİ BUZDOLABI, TEK KAPILI	R	RESTAURANT MUTFAĞI
sehir-otel-500-2000-topkapi.json	E3	DUVAR RAFI	R	RESTAURANT MUTFAĞI
sehir-otel-500-2000-topkapi.json	E4	PİZZA HAZIRLIK BUZDOLABI, MERMER TABLALI, 2 KAPILI	R	RESTAURANT MUTFAĞI
sehir-otel-500-2000-topkapi.json	E5	HAMUR YOĞURMA MAKİNASI	R	RESTAURANT MUTFAĞI
sehir-otel-500-2000-topkapi.json	E7	PİZZA FIRINI, ÇİFT KATLI	R	RESTAURANT MUTFAĞI
sehir-otel-500-2000-topkapi.json	E10	DUVAR RAFI	R	RESTAURANT MUTFAĞI
sehir-otel-500-2000-topkapi.json	E12	DUVAR RAFI	R	RESTAURANT MUTFAĞI
sehir-otel-500-2000-topkapi.json	E13	DEPO TİPİ BUZDOLABI, TEK KAPILI	R	RESTAURANT MUTFAĞI
sehir-otel-500-2000-topkapi.json	E14	DEPO TİPİ DERİN DONDURUCU, TEK KAPILI	R	RESTAURANT MUTFAĞI
sehir-otel-500-2000-topkapi.json	E16	DUVAR RAFI	R	RESTAURANT MUTFAĞI
sehir-otel-500-2000-topkapi.json	E18	MAKE-UP BUZDOLABI, YÜKSEK BORULU	R	RESTAURANT MUTFAĞI
sehir-otel-500-2000-topkapi.json	E20	COMBI FIRIN	R	RESTAURANT MUTFAĞI
sehir-otel-500-2000-topkapi.json	E21	CİHAZLATI BUZDOLABI, ÇEKMECELİ	R	RESTAURANT MUTFAĞI
sehir-otel-500-2000-topkapi.json	E23	FRİTÖZ, TEK SEPETLİ, ELK., SETÜSTÜ	R	RESTAURANT MUTFAĞI
sehir-otel-500-2000-topkapi.json	E24	4 AÇIK ALEVLİ OCAK, GAZLI, SETÜSTÜ	R	RESTAURANT MUTFAĞI
sehir-otel-500-2000-topkapi.json	E25	DÖKÜM IZGARA, GAZLI, SETÜSTÜ	R	RESTAURANT MUTFAĞI
sehir-otel-500-2000-topkapi.json	E28	MİKRODALGA FIRIN	R	RESTAURANT MUTFAĞI
sehir-otel-500-2000-topkapi.json	E30	TOST MAKİNASI	R	RESTAURANT MUTFAĞI
sehir-otel-500-2000-topkapi.json	E35	INFRARED ISITICI	R	RESTAURANT MUTFAĞI
sehir-otel-500-2000-topkapi.json	E37	INDÜKSİYONLU OCAK, SETÜSTÜ	R	RESTAURANT MUTFAĞI
sehir-otel-500-2000-topkapi.json	F1	ÇALIŞMA TEGAHI	B	BANKET HATTI
sehir-otel-500-2000-topkapi.json	F2	DUVAR RAFI	B	BANKET HATTI
sehir-otel-500-2000-topkapi.json	F3	BANKET ARABASI	B	BANKET HATTI
sehir-otel-500-2000-topkapi.json	H2	BASKET RAFI	B	BULAŞIKHANE
sehir-otel-500-2000-topkapi.json	H3	ÇÖP ARABASI	B	BULAŞIKHANE
sehir-otel-500-2000-topkapi.json	H5	ÖN YIKAMA DUŞU	B	BULAŞIKHANE
sehir-otel-500-2000-topkapi.json	H6	BULAŞIK YIKAMA MAKİNASI, GİYOTİN TİP	B	BULAŞIKHANE
sehir-otel-500-2000-topkapi.json	H9	İSTİF RAFI	B	BULAŞIKHANE
sehir-otel-500-2000-topkapi.json	Y1	YER IZGARASI	Y	YER IZGARASI
sehir-otel-500-2000-topkapi.json	Y2	YER IZGARASI	Y	YER IZGARASI
sehir-otel-500-2000.json	001	Izgara, Perfect 900seri, 1/2M, gazlı, düz, setüstü (OLIS)	A	S I C A K M U T F A K
sehir-otel-500-2000.json	003	Fritöz, Perfect 900seri, 1/2M, elektrikli, setüstü (OLIS)	A	S I C A K M U T F A K
sehir-otel-500-2000.json	005	Kuzine, Perfect 900seri, 1M, gazlı, 4 açık ocak, setüstü (OLIS)	A	S I C A K M U T F A K
sehir-otel-500-2000.json	008	Fırın standı	A	S I C A K M U T F A K
sehir-otel-500-2000.json	002	Duvar rafı	B	S O ı U K M U T F A K
sehir-otel-500-2000.json	003	Salam dilimleme makinesi, ekonomik model, çap: 300 mm	B	S O ı U K M U T F A K
sehir-otel-500-2000.json	006	Depo tipi buzdolabı, Tek kapılı, poliüretan gövdeli (FRENOX)	B	S O ı U K M U T F A K
sehir-otel-500-2000.json	001	Depo tipi buzdolabı, Tek kapılı, poliüretan gövdeli (FRENOX)	G	S E B Z E H A Z I R L I K
sehir-otel-500-2000.json	005	Tel Raf-4 Katl- inox304-46*122*183	G	S E B Z E H A Z I R L I K
sehir-otel-500-2000.json	003	Plastik çöp Konteyneri - 770 LT.- Yeşil, 4 TEKERLEKLİ (UZAY)	D	D E P O L A R
sehir-otel-500-2000.json	004	Plastil çöp Konteyneri , 240 lt. , yeşil, 2 tekerlekli (UZAY)	D	D E P O L A R
sehir-otel-500-2000.json	005	Tel Raf-4 Katl- inox304-53*122*183	D	D E P O L A R
sehir-otel-500-2000.json	001	Yer üzgarası, tavalı,yatay ııkışlı, eğimsiz, 300*300*122 mm DN 70 PVC(Ø75mm), SIKI TİP	Y	YER IZGARALARI
sehir-otel-500-2000.json	002	Yer üzgarası, tavalı, alttan ııkışlı, eğimsiz, 300*300*122 mm DN 70 PVC(Ø75mm), Sıı tip	Y	YER IZGARALARI
sehir-otel-500-2000.json	001	Soğuk Oda, Alarm sistemli (ROTA)	S	Soğuk ODALAR
sehir-otel-500-2000.json	002	çöp Soğuk Oda (ROTA)	S	Soğuk ODALAR
sehir-otel-500-2000.json	002	Duvar rafı	A	S I C A K M U T F A K
sehir-otel-500-2000.json	003	Fırın arabası, 20xGN 2/1 fırın için	A	S I C A K M U T F A K
sehir-otel-500-2000.json	008	Izgara, Perfect 900seri, 1M, gazlı, setüstü, düz+oluklu (OLIS)	A	S I C A K M U T F A K
sehir-otel-500-2000.json	011	Fritöz, Perfect 900seri, 1M, elektrikli, setüstü (OLIS)	A	S I C A K M U T F A K
sehir-otel-500-2000.json	012	Kuzine, Perfect 900seri, 1.5M, gazlı, 6 açık ocak, setüstü (OLIS)	A	S I C A K M U T F A K
sehir-otel-500-2000.json	014	Sosbenmari, Perfect 900seri, 1M, gazlı, setüstü (OLIS)	A	S I C A K M U T F A K
sehir-otel-500-2000.json	019	Duvar rafı	A	S I C A K M U T F A K
sehir-otel-500-2000.json	002	Bıçak sterilizatırı, 10 bıçaklık	B	S O ı U K M U T F A K
sehir-otel-500-2000.json	003	Salam dilimleme makinesi, ekonomik model, çap: 300 mm	B	S O ı U K M U T F A K
sehir-otel-500-2000.json	007	Duvar dolabı, Kapılı	B	S O ı U K M U T F A K
sehir-otel-500-2000.json	008	Ordövr Tabak toplama arabası (100 tabak)	B	S O ı U K M U T F A K
sehir-otel-500-2000.json	004	Kepçe askı borusu, 1000mm	D	M U T F A K BULAŞIK
sehir-otel-500-2000.json	005	Demonte istif rafı, Kazan/tencere	D	M U T F A K BULAŞIK
sehir-otel-500-2000.json	006	Demonte istif rafı, Kazan/tencere	D	M U T F A K BULAŞIK
sehir-otel-500-2000.json	003	Duvar rafı	E	E T H A Z I R L I K
sehir-otel-500-2000.json	006	Et kütüşı, Polietilen tablalı	E	E T H A Z I R L I K
sehir-otel-500-2000.json	007	çöp kazanı kapaklı Ø400 AISI304, 4 tekerlekli	E	E T H A Z I R L I K
sehir-otel-500-2000.json	009	Bıçak sterilizatırı, 10 bıçaklık	E	E T H A Z I R L I K
sehir-otel-500-2000.json	010	Tel Raf-4 Katl- inox304-61*122*183	E	E T H A Z I R L I K
sehir-otel-500-2000.json	011	Tel Raf-4 Katl- inox304-61*152*183	E	E T H A Z I R L I K
sehir-otel-500-2000.json	003	çöp kazanı kapaklı Ø500 AISI304, 4 tekerlekli	G	S E B Z E H A Z I R L I K
sehir-otel-500-2000.json	005	Patates soyma makinası, Elektronik, 10Kg/sefer (BOSFOR)	G	S E B Z E H A Z I R L I K
sehir-otel-500-2000.json	007	Duvar rafı	G	S E B Z E H A Z I R L I K
sehir-otel-500-2000.json	008	Bıçak sterilizatırı, 10 bıçaklık	G	S E B Z E H A Z I R L I K
sehir-otel-500-2000.json	009	Tel Raf-4 Katl- inox304-61*152*183	G	S E B Z E H A Z I R L I K
sehir-otel-500-2000.json	010	Tel Raf-4 Katl- inox304-61*122*183	G	S E B Z E H A Z I R L I K
sehir-otel-500-2000.json	002	Malzeme (erzak) arabası , Plastik , 102 lt., Beyaz renk (UZAY)	H	P A T ı S E R ı
sehir-otel-500-2000.json	004	Duvar dolabı, Kapılı	H	P A T ı S E R ı
sehir-otel-500-2000.json	007	Hamur yoğurma mak.Spiral 75 lt.kazanlı, çift devirli 380 V 25 kg un kapasiteli (BOSFOR)	H	P A T ı S E R ı
sehir-otel-500-2000.json	008	Planet mikser,Kapasite:60lt,Koruma kalkanlı, 380V-50HZ-3PH, 3hızlı (BOSFOR)	H	P A T ı S E R ı
sehir-otel-500-2000.json	009	Tel Raf-4 Katl- inox304-53*137*183	H	P A T ı S E R ı
sehir-otel-500-2000.json	011 01	Taş taban ilavesi, E model fırın için, 67X121,5 (SALVA)	H	P A T ı S E R ı
sehir-otel-500-2000.json	011 02	Mayalama dolabı, E modüllü fırın için, Mayalama dolabı (ısıtma+mayalama), tekerlekli Kapasite: 15 adet 60x40 lık tepsi (SALVA)	H	P A T ı S E R ı
sehir-otel-500-2000.json	001	Soğuk banket arabası +2 / +10, 7 adet GN 2/1 kapasite (FRENOX)	G	G A R S O N H O L ı
sehir-otel-500-2000.json	002	Banket arabası, Isıtmalı, GN1/1 20ad. tepsi kapasiteli	G	G A R S O N H O L ı
sehir-otel-500-2000.json	001	Tartım baskılı, 300 LCD ekran, 70*80 cm ptatform. otomatik süfrlama (TEM)	D	D E P O L A R
sehir-otel-500-2000.json	005	Tel Raf-4 Katl- inox304-61*137*183	D	D E P O L A R
sehir-otel-500-2000.json	006	Plastik çöp Konteyneri - 120 lt. yeşil, 2 tekerlekli (UZAY)	D	D E P O L A R
sehir-otel-500-2000.json	007	Tel Raf-4 Katl- inox304-61*152*183	D	D E P O L A R
sehir-otel-500-2000.json	008	Ordövr Tabak toplama arabası (100 tabak) (ORMEL)	D	D E P O L A R
sehir-otel-500-2000.json	009	Sinek ıldırıcı , Yapışkanlı-Paslanmaz, 50 m2 etkili, 2*40 W. KISA AMPUL (YÜBER)	D	D E P O L A R
sehir-otel-500-2000.json	010	Hijyen Paspas,Tavalı,Aluminyum kasa-55*85 cm., Gri Paspas	D	D E P O L A R
sehir-otel-500-2000.json	001	Yer üzgarası, tavalı, alttan ııkışlı, eğimsiz, 300*300*122 mm DN 70 PVC(Ø75mm), Sıı tip	Y	YER IZGARALARI
sehir-otel-500-2000.json	002	Yer üzgarası, tavalı,yatay ııkışlı, eğimsiz, 300*300*122 mm DN 70 PVC(Ø75mm), SIKI TİP	Y	YER IZGARALARI
sehir-otel-500-2000.json	003	Yer üzgarası, tavalı, yatay ııkışlı,orta eğimli, Sıı tip, 400*1384*145 mm DN 70 PVC(Ø75mm)	Y	YER IZGARALARI
sehir-otel-500-2000.json	004	Yer üzgarası, tavalı, alttan ııkışlı,orta eğimli, Sıı tip, 300*941*145 mm DN 70 PVC(Ø75mm)	Y	YER IZGARALARI
sehir-otel-500-2000.json	005	Yer üzgarası, tavalı, alttan ııkışlı,orta eğimli, Sıı tip, 300*1384*145 mm DN 70 PVC(Ø75mm)	Y	YER IZGARALARI
sehir-otel-500-2000.json	006	Yer üzgarası, tavalı, alttan ııkışlı,orta eğimli, Sıı tip, 300*1626*145 mm DN 70 PVC(Ø75mm)	Y	YER IZGARALARI
sehir-otel-500-2000.json	001	çöp Soğuk Oda, 0-10 m3 arası soğuk oda (ROTA)	S	Soğuk ODALAR
sehir-otel-500-2000.json	002	Patiseri Soğuk Oda, 0-10 m3 arası soğuk oda (ROTA)	S	Soğuk ODALAR
sehir-otel-500-2000.json	003	Soğuk Oda, 0-10 m3 arası soğuk oda (ROTA)	S	Soğuk ODALAR
sehir-otel-500-2000.json	004	Soğuk Oda, 0-10 m3 arası soğuk oda (ROTA)	S	Soğuk ODALAR
sehir-otel-500-2000.json	005	Soğuk Mutfak Soğuk Oda, 0-10 m3 arası soğuk oda (ROTA)	S	Soğuk ODALAR
sehir-otel-500-2000.json	006	Sebze Soğuk Oda, 0-10 m3 arası soğuk oda (ROTA)	S	Soğuk ODALAR
sehir-otel-500-2000.json	007	Et Soğuk Oda, 0-10 m3 arası soğuk oda (ROTA)	S	Soğuk ODALAR
sehir-otel-500-2000.json	001	Kuver ünitesi, GN1/4*3ad., GN1/1*1ad.	B	BANQUET MUTFAıI TOPLAM
sehir-otel-500-2000.json	004	Tepsi standı, Cr-Ni boru	B	BANQUET MUTFAıI TOPLAM
sehir-otel-500-2000.json	006	Tepsi standı, Cr-Ni boru	B	BANQUET MUTFAıI TOPLAM
steakhouse-150-250.json	A1	İSTİF RAFİ		
steakhouse-150-250.json	B1	PANEL TİP SOĞUK ODA		
steakhouse-150-250.json	B2	İSTİF RAFİ		
steakhouse-150-250.json	C1	PANEL TİP SOĞUK ODA		
steakhouse-150-250.json	C2	İSTİF RAFİ		
steakhouse-150-250.json	D2	DUVAR RAFİ		
steakhouse-150-250.json	D3	ÇÖP ARABASI		
steakhouse-150-250.json	D5	BIÇAK STERİL DOLABI		
steakhouse-150-250.json	D8	ET KÜTÜĞÜ		
steakhouse-150-250.json	D10	DUVAR RAFİ		
steakhouse-150-250.json	D11	DİZDEN KUMANDALI EL YIKAMA LAVABOSU		
steakhouse-150-250.json	F1	KOMBİ FIRIN		
steakhouse-150-250.json	F3	4 AÇIK ALEVLİ OCAK, GAZLI		
steakhouse-150-250.json	F4	SOS BAINMARIE, ELK. SETÜSTÜ		
steakhouse-150-250.json	F5	DÖKÜM IZGARA, GAZLI, SETÜSTÜ		
steakhouse-150-250.json	F11	SİNEK ÖLDÜRÜCÜ		
steakhouse-150-250.json	G1	DRY-AGED DOLABI		
steakhouse-150-250.json	G2	ET TEŞHİR REYONU		
steakhouse-150-250.json	G5	KÖMÜRLÜ IZGARA		
steakhouse-150-250.json	G6	PATATES DİNLENDIRME ÜNİTESİ, ELK. SETÜSTÜ		
steakhouse-150-250.json	G7	FRİTÖZ, ÇİFT SEPETLİ, ELK., SETÜSTÜ		
steakhouse-150-250.json	G10	VAKUM MAKİNASI		
steakhouse-150-250.json	G11	STREÇLEME MAKİNESİ		
steakhouse-150-250.json	G12	DİZDEN KUMANDALI EL YIKAMA LAVABOSU		
steakhouse-150-250.json	H1	DEPO TİPİ BUZDOLABI, TEK KAPILI		
steakhouse-150-250.json	H3	DUVAR RAFİ		
steakhouse-150-250.json	H5	DUVAR RAFİ		
steakhouse-150-250.json	H6	MAKE-UP ÜNİTESİ, 3 KAPILI		
steakhouse-150-250.json	J2	BASKET RAFİ		
steakhouse-150-250.json	J3	ÇÖP ARABASI		
steakhouse-150-250.json	J5	ÖN YIKAMA DUŞU		
