file	poz	ad	bolum	bolumAd
buyuk-yemekhane-2000-3500.json	MK-181	YER OCAGI, MAKPA-TR, TC.KOG100	TATLI_&_KAHV	TATLI & KAHVALTI
buyuk-yemekhane-2000-3500.json	MK-210	TEPSİ ARABASI, MB102X	PORSIYONLAMA	PORSIYONLAMA MUTFAGI
buyuk-yemekhane-2000-3500.json	MK-211	ÇATAL KAŞIK ARABASI, M120X+A1	PORSIYONLAMA	PORSIYONLAMA MUTFAGI
buyuk-yemekhane-2000-3500.json	MK-212	PORSİYONLAMA KONVEYOR ÜNİTESİ, RIEBER, GSV-6	PORSIYONLAMA	PORSIYONLAMA MUTFAGI
buyuk-yemekhane-2000-3500.json	MK-213	HAREKETLİ SOĞUK ÜNİTE, MAKPA	PORSIYONLAMA	PORSIYONLAMA MUTFAGI
buyuk-yemekhane-2000-3500.json	MK-214	HAREKETLİ SICAK ÜNİTE, MAKPA	PORSIYONLAMA	PORSIYONLAMA MUTFAGI
buyuk-yemekhane-2000-3500.json	MK-215	KASE ISITMA ARABASI, RIEBER, REH-2-290	PORSIYONLAMA	PORSIYONLAMA MUTFAGI
buyuk-yemekhane-2000-3500.json	MK-216	TABAK ISITMA ARABASI, M0112X/ISITMALI	PORSIYONLAMA	PORSIYONLAMA MUTFAGI
buyuk-yemekhane-2000-3500.json	MK-217	YEMEK TAŞIMA ARABASI, BURLODGE, RTS-TALL HL	PORSIYONLAMA	PORSIYONLAMA MUTFAGI
buyuk-yemekhane-2000-3500.json	MK-217A	YEMEK TAŞIMA ARABASI, BURLODGE, MULTIGEN II	PORSIYONLAMA	PORSIYONLAMA MUTFAGI
buyuk-yemekhane-2000-3500.json	MK-218	İSTİF ETAJERİ, 304K PASLANMAZ	PORSIYONLAMA	PORSIYONLAMA MUTFAGI
buyuk-yemekhane-2000-3500.json	MK-220	DUVAR RAFI, YÜKSEL	PORSIYONLAMA	PORSIYONLAMA MUTFAGI
buyuk-yemekhane-2000-3500.json	MK-221	İSTİF ETAJERİ, 304K PASLANMAZ	PORSIYONLAMA	PORSIYONLAMA MUTFAGI
buyuk-yemekhane-2000-3500.json	MK-222	İSTİF ETAJERİ, 304K PASLANMAZ	PORSIYONLAMA	PORSIYONLAMA MUTFAGI
buyuk-yemekhane-2000-3500.json	MK-223	EL YIKAMA EVYESI, BİLGE	PORSIYONLAMA	PORSIYONLAMA MUTFAGI
buyuk-yemekhane-2000-3500.json	MK-224	YER YIKAMA HORTUMU, M.TEMİNİ	PORSIYONLAMA	PORSIYONLAMA MUTFAGI
buyuk-yemekhane-2000-3500.json	MK-226	DUVAR RAFI, YÜKSEL	PORSIYONLAMA	PORSIYONLAMA MUTFAGI
buyuk-yemekhane-2000-3500.json	MK-231	BASKET RAFI, YÜKSEL-K	BULASIK	BULASIK
buyuk-yemekhane-2000-3500.json	MK-232	ÇÖP ARABASI, MB126X	BULASIK	BULASIK
buyuk-yemekhane-2000-3500.json	MK-235	ON YIKAMA DUSU, LIVA	BULASIK	BULASIK
buyuk-yemekhane-2000-3500.json	MK-236	BULASIK YIKAMA MAKINASI, COMENDA, AC2EP5	BULASIK	BULASIK
buyuk-yemekhane-2000-3500.json	MK-237	KURUTMA TUNELI, COMENDA, AS600	BULASIK	BULASIK
buyuk-yemekhane-2000-3500.json	MK-240	İSTİF ETAJERİ, 304K PASLANMAZ	BULASIK	BULASIK
buyuk-yemekhane-2000-3500.json	MK-241	COP KONTEYNIRI, UÇAK, 240L	BULASIK	BULASIK
buyuk-yemekhane-2000-3500.json	MK-242	YER YIKAMA HORTUMU, M.TEMİNİ	BULASIK	BULASIK
buyuk-yemekhane-2000-3500.json	MK-243	YER IZGARASI, B2 SIĞ TİP	BULASIK	BULASIK
buyuk-yemekhane-2000-3500.json	MK-272	DUVAR RAFI, YÜKSEL	MUTFAK	MUTFAK
buyuk-yemekhane-2000-3500.json	MK-274	EL YIKAMA EVYESI, BİLGE	MUTFAK	MUTFAK
buyuk-yemekhane-2000-3500.json	MK-281	BASKET RAFI, YÜKSEL-K	BULASIK	BULASIK
buyuk-yemekhane-2000-3500.json	MK-283	ON YIKAMA DUSU, LIVA	BULASIK	BULASIK
buyuk-yemekhane-2000-3500.json	MK-284	BULASIK YIKAMA MAKINASI, COMENDA, RC411	BULASIK	BULASIK
buyuk-yemekhane-2000-3500.json	MK-287	İSTİF ETAJERİ, 304K PASLANMAZ	BULASIK	BULASIK
buyuk-yemekhane-2000-3500.json	DR-001	YER IZGARASI, B2 SIĞ TİP	YER_IZGARALA	YER IZGARALARI
buyuk-yemekhane-2000-3500.json	DR-002	YER IZGARASI, B2 SIĞ TİP	YER_IZGARALA	YER IZGARALARI
buyuk-yemekhane-2000-3500.json	DR-003	YER IZGARASI, B2 SIĞ TİP	YER_IZGARALA	YER IZGARALARI
buyuk-yemekhane-2000-3500.json	DR-004	YER IZGARASI, B2 SIĞ TİP	YER_IZGARALA	YER IZGARALARI
casual-cafe-50-150.json	B1	DEPO TİPİ BUZDOLABI, TEK KAPILI	B	B- HAZIRLIK MUTFAĞI
casual-cafe-50-150.json	B2	BLOK KAPAKLI DERİN DONDURUCU	B	B- HAZIRLIK MUTFAĞI
casual-cafe-50-150.json	B4	BAINMARIE, 3 GN 1/1, SETÜSTÜ	B	B- HAZIRLIK MUTFAĞI
casual-cafe-50-150.json	B6	FRİTÖZ, TEK SEPETLİ, ELK., SETÜSTÜ	B	B- HAZIRLIK MUTFAĞI
casual-cafe-50-150.json	B7	6 AÇIK ALEVLİ KUZİNE	B	B- HAZIRLIK MUTFAĞI
casual-cafe-50-150.json	B11	DUVAR RAFI	B	B- HAZIRLIK MUTFAĞI
casual-cafe-50-150.json	B13	BULAŞIK YIKAMA MAKİNASI, SETALTI	B	B- HAZIRLIK MUTFAĞI
casual-cafe-50-150.json	B14	DUVAR RAFI	B	B- HAZIRLIK MUTFAĞI
casual-cafe-50-150.json	Y1	YER IZGARASI	Y	Y- YER IZGARASI
coffee-shop-referans-ekipman-listesi.json	A5	ŞİŞE SOĞUTUCU, ÜÇ KAPILI		
coffee-shop-referans-ekipman-listesi.json	A6	ŞİŞE SOĞUTUCU, İKİ KAPILI		
coffee-shop-referans-ekipman-listesi.json	A8	ÇÖP ARABASI		
coffee-shop-referans-ekipman-listesi.json	A10	RINCER EVYESİ		
coffee-shop-referans-ekipman-listesi.json	A11	BUZ MAKİNASI		
coffee-shop-referans-ekipman-listesi.json	A12	DERİN DONDURUCU, TEK KAPILI		
coffee-shop-referans-ekipman-listesi.json	A14	JET FIRIN		
coffee-shop-referans-ekipman-listesi.json	A15	FIRIN UNOX		
coffee-shop-referans-ekipman-listesi.json	A18	KATI MEYVE SIKACAĞI		
coffee-shop-referans-ekipman-listesi.json	A19	BAR MİKSER		
coffee-shop-referans-ekipman-listesi.json	A21	YER IZGARASI		
coffee-shop-referans-ekipman-listesi.json	B1	DEPO TİPİ DERİNDONDURUCU		
coffee-shop-referans-ekipman-listesi.json	B2	DEPO TİPİ BUZDOLABI		
coffee-shop-referans-ekipman-listesi.json	B3	NAKLİYE MONTAJ		
coffee-shop-referans.json	A3	ŞİŞE SOĞUTUCU, İKİ KAPILI		
coffee-shop-referans.json	A6	ÇÖP ARABASI		
coffee-shop-referans.json	A7	BUZ MAKİNASI		
coffee-shop-referans.json	A13	KATI MEYVE SIKACAĞI		
coffee-shop-referans.json	A14	BAR MİKSER		
coffee-shop-referans.json	A17	MERRYCHEF		
coffee-shop-referans.json	A18	SETALTI BUZDOLABI, TEK KAPILI		
coffee-shop-referans.json	A19	SETALTI DERİNDONDURUCU, TEK KAPILI		
coffee-shop-referans.json	A20	MONTAJ NAKLİYE		
guneli-pastane-200-400.json	M1	İSTİF RAFI, 4 KATLI	M	M- MUTFAK
guneli-pastane-200-400.json	M2	DEPO TİPİ BUZDOLABI, TEK KAPILI (frenox)	M	M- MUTFAK
guneli-pastane-200-400.json	M3	DEPO TİPİ DERİNDONDURUCU, TEK KAPILI (frenox)	M	M- MUTFAK
guneli-pastane-200-400.json	M4	CİHAZALTI BUZDOLABI, ÇEKMECELİ (frenox)	M	M- MUTFAK
guneli-pastane-200-400.json	M5	MAKARNA PİŞİRİCİ, ELK., SETÜSTÜ (t. çelik)	M	M- MUTFAK
guneli-pastane-200-400.json	M6	4 AÇIK ALEVLİ OCAK, GAZLI, SETÜSTÜ (inoksan)	M	M- MUTFAK
guneli-pastane-200-400.json	M7	DÖKÜM IZGARA, GAZLI, SETÜSTÜ (t. çelik)	M	M- MUTFAK
guneli-pastane-200-400.json	M9	FRİTÖZ, ÇİFT SEPETLİ, ELK., SETÜSTÜ (t. çelik)	M	M- MUTFAK
guneli-pastane-200-400.json	M12	KONVEKSİYONLU FIRIN, ELK., LAINOX (lainox)	M	M- MUTFAK
guneli-pastane-200-400.json	M13	PİZZA FIRINI, 2 KATLI (atalay)	M	M- MUTFAK
guneli-pastane-200-400.json	M14	TAVA RAFI (imalat)	M	M- MUTFAK
guneli-pastane-200-400.json	M16	PİZZA HAZIRLIK BUZDOLABI, MERMER TABLALI, 2 KAPILI (frenox)	M	M- MUTFAK
guneli-pastane-200-400.json	M17	DUVAR RAFI (imalat)	M	M- MUTFAK
guneli-pastane-200-400.json	M18	HAMUR YOĞURMA MAKİNASI (bosfor)	M	M- MUTFAK
guneli-pastane-200-400.json	M20	DUVAR RAFI (imalat)	M	M- MUTFAK
guneli-pastane-200-400.json	M21	MAKE-UP BUZDOLABI, 2 KAPILI (frenox)	M	M- MUTFAK
guneli-pastane-200-400.json	M22	DUVAR RAFI (imalat)	M	M- MUTFAK
guneli-pastane-200-400.json	M25	TOST MAKİNASI (atalay)	M	M- MUTFAK
guneli-pastane-200-400.json	D2	ÖN YIKAMA DUŞU (cancan)	D	D- BULAŞIKHANE
guneli-pastane-200-400.json	D3	BULAŞIK YIKAMA MAKİNASI, SETALTI (fagor)	D	D- BULAŞIKHANE
guneli-pastane-200-400.json	D4	ÇÖP ARABASI	D	D- BULAŞIKHANE
guneli-pastane-200-400.json	D5	İSTİF RAFI, ÖZEL İMALAT (imalat)	D	D- BULAŞIKHANE
guneli-pastane-200-400.json	B2	BULAŞIK YIKAMA MAKİNASI, SETALTI (fagor)	B	B- BAR
guneli-pastane-200-400.json	B4	BUZ MAKİNASI, ITALYAN (brema)	B	B- BAR
guneli-pastane-200-400.json	B5	PORTAKAL SIKMA MAKİNASI (santos)	B	B- BAR
guneli-pastane-200-400.json	B7	ÇAY KAZANI, 2 DEMLİKLİ, GAZLI+ ELEKTRİKLİ (meşale)	B	B- BAR
guneli-pastane-200-400.json	B11	ŞERBETLİK (ugolini)	B	B- BAR
guneli-pastane-200-400.json	Y1	YER IZGARASI	Y	Y- YER IZGARASI
guneli-pastane-200-400.json	Y2	YER IZGARASI	Y	Y- YER IZGARASI
hamburger-kiosk-60-100.json	A2	BULAŞIK YIKAMA MAKİNASI		
hamburger-kiosk-60-100.json	A7	SET ALTI DEEP FREEZE		
hamburger-kiosk-60-100.json	A10	2 AÇIK ALEVLİ OCAK, SETÜSTÜ		
hamburger-kiosk-60-100.json	A11	FRİTÖZ, TEK SEPETLİ, ELK. SETÜSTÜ		
hamburger-kiosk-60-100.json	A12	PATATES DİNLENDİRME, ELK. SETÜSTÜ		
hamburger-kiosk-60-100.json	A13	OLUKLU IZGARA, GAZLI, MARENO		
hamburger-kiosk-60-100.json	A14	YARI OLUKLU IZGARA, GAZL		
hamburger-kiosk-60-100.json	A15	SETALTI BUZDOLABI, 4 KAPILI		
hamburger-kiosk-60-100.json	A17	YER IZGARASI		
hamburger-kiosk-60-100.json	B1	İSTİF RAFI	B	B- KURU DEPO
hamburger-kiosk-60-100.json	C1	PANEL TİP SOĞUK ODA	C	C- SOĞUK ODA
hamburger-kiosk-60-100.json	B1	İSTİF RAFI	C	C- SOĞUK ODA
hamburger-kiosk-60-100.json	D1	PANEL TİP SOĞUK ODA	D	D- DERİN DONDURUCU ODA
hamburger-kiosk-60-100.json	B1	İSTİF RAFI	D	D- DERİN DONDURUCU ODA
harvest-cafe-100-200.json	A1	İSTİF RAFI, DEMONTE, 4 KATLI	A	A- KURU DEPO
harvest-cafe-100-200.json	A3	DUVAR RAFI	A	A- KURU DEPO
harvest-cafe-100-200.json	B1	PANEL TİP SOĞUK ODA	B	B- SOĞUK ODA
harvest-cafe-100-200.json	B2	İSTİF RAFI, DEMONTE, 4 KATLI	B	B- SOĞUK ODA
harvest-cafe-100-200.json	B3	İSTİF RAFI, DEMONTE, 4 KATLI	B	B- SOĞUK ODA
harvest-cafe-100-200.json	C1	PANEL TİP DERİN DONDURUCU ODA	C	C- DERİN DONDURUCU ODA
harvest-cafe-100-200.json	C2	İSTİF RAFI, DEMONTE, 4 KATLI	C	C- DERİN DONDURUCU ODA
harvest-cafe-100-200.json	C3	İSTİF RAFI, DEMONTE, 4 KATLI	C	C- DERİN DONDURUCU ODA
harvest-cafe-100-200.json	C4	İSTİF RAFI, DEMONTE, 4 KATLI	C	C- DERİN DONDURUCU ODA
harvest-cafe-100-200.json	E2	DUVAR RAFI	E	E- BULAŞIK YIKAMA
harvest-cafe-100-200.json	E3	BULAŞIK YIKAMA MAKİNASI, SETALTI (TECH-500)	E	E- BULAŞIK YIKAMA
harvest-cafe-100-200.json	F5	SOĞUK TEŞHİR DOLABI, DEPOSUZ, MOTORU BÜNYESİNDE, GRANİT DAHİL, MOBİLYA HARİÇTİR	F	F- BAR & TEŞHİR
harvest-cafe-100-200.json	F7	BUZ MAKİNASI	F	F- BAR & TEŞHİR
harvest-cafe-100-200.json	F8	ÇAY OTOMATI	F	F- BAR & TEŞHİR
harvest-cafe-100-200.json	F9	KOLLU PORTAKAL SIKMA	F	F- BAR & TEŞHİR
harvest-cafe-100-200.json	F11	ŞİŞE SOĞUTUCU, TEK KAPILI, SETALTI	F	F- BAR & TEŞHİR
harvest-cafe-100-200.json	Y1	YER IZGARASI	Y	Y- YER IZGARASI
harvest-cafe-100-200.json	Y2	YER IZGARASI	Y	Y- YER IZGARASI
harvest-cafe-100-200.json	Z1	YOĞUŞMALI HAVALANDIRMA SİSTEMİ; ELEKTROSTATİK FİLTRELİ, KOKU TUTUCU, DUMAN TUTUCU, İNVEKTÖR, DIŞARI TAHLİYE BACALI	Z	Z- HAVALANDIRMA
hotdog-kiosk-kiosk.json	A1	İSTİF RAFI		
hotdog-kiosk-kiosk.json	B1	PANEL TİP SOĞUK ODA	B	B- SOĞUK ODA
hotdog-kiosk-kiosk.json	B2	İSTİF RAFI	B	B- SOĞUK ODA
inari-bar-yemek-100-200.json	B3	ÇÖP ARABASI, PASLANMAZ ÇELİK	B	B- BAR
inari-bar-yemek-100-200.json	B6	BUZ MAKİNASI	B	B- BAR
inari-bar-yemek-100-200.json	B7	BAR MİKSER	B	B- BAR
inari-bar-yemek-100-200.json	B8	PORTAKAL SIKMA MAKİNASI	B	B- BAR
inari-bar-yemek-100-200.json	B12	ÇÖP ARABASI, PASLANMAZ ÇELİK	B	B- BAR
inari-bar-yemek-100-200.json	M4	IZGARA, GAZLI, SETÜSTÜ	M	M- MUTFAK
inari-bar-yemek-100-200.json	M6	4 AÇIK ALEVLİ OCAK, GAZLI	M	M- MUTFAK
inari-bar-yemek-100-200.json	Y1	YER IZGARASI	Y	Y- YER IZGARASI
inari-bar-yemek-100-200.json	Y2	YER IZGARASI	Y	Y- YER IZGARASI
italyan-100-300.json	A1	DİZDEN KUMANDALI EL YIKAMA LAVABOSU		
italyan-100-300.json	A2	İSTİF RAFI		
italyan-100-300.json	B1	PANEL TİP SOĞUK ODA		
italyan-100-300.json	B2	İSTİF RAFI		
italyan-100-300.json	C1	PANEL TİP SOĞUK ODA		
italyan-100-300.json	C2	İSTİF RAFI		
italyan-100-300.json	D2	DUVAR RAFI		
italyan-100-300.json	D3	ÇÖP ARABASI		
italyan-100-300.json	D5	DUVAR RAFI		
italyan-100-300.json	D6	BIÇAK STERİL DOLABI		
italyan-100-300.json	E2	DUVAR RAFI		
italyan-100-300.json	E2A	ÇÖP ARABASI		
italyan-100-300.json	E4	BIÇAK STERİL DOLABI		
italyan-100-300.json	E7	SİNEK ÖLÜDÜRÜCÜ		
italyan-100-300.json	F2	DUVAR RAFI		
italyan-100-300.json	F4	DUVAR RAFI		
italyan-100-300.json	F5	UN ŞEKER ARABASI		
italyan-100-300.json	F7	DUVAR RAFI		
italyan-100-300.json	F8	BIÇAK STERİL DOLABI		
italyan-100-300.json	F9	HAMUR YOĞURMA MAKİNASI, DOMINO		
italyan-100-300.json	G1	PİZZA HAZIRLIK MAKE-UP ÜNİTESİ		
italyan-100-300.json	G2	PİZZA FIRINI, ÇİFT KATLI		
italyan-100-300.json	G4	KONVEKSİYONLU FIRIN, ELEKTRİKLİ		
italyan-100-300.json	G5	FRİTÖZ, ÇİFT SEPETLİ, ELK., SETÜSTÜ		
italyan-100-300.json	G6	LAVTAŞLI IZGARA, GAZLI, SETÜSTÜ		
italyan-100-300.json	G7	4 AÇIK ALEVLİ OCAK, GAZLI, SETÜSTÜ		
italyan-100-300.json	G8	SOS BAINMARIE, ELK. SETÜSTÜ		
italyan-100-300.json	G11	SETALTI BUZDOLABI, 3 KAPILI		
italyan-100-300.json	G12A	TAVA RAFI		
italyan-100-300.json	G16	SİNEK ÖLDÜRÜCÜ		
italyan-100-300.json	H1	DEPO TİPİ BUZDOLABI, TEK KAPILI		
italyan-100-300.json	H3	DUVAR RAFI		
italyan-100-300.json	H3A	ÇÖP ARABASI		
italyan-100-300.json	H5	DUVAR RAFI		
italyan-100-300.json	H6	MAKE-UP UNİTESİ, 3 KAPILI		
italyan-100-300.json	H9	TOST MAKİNASI		
italyan-100-300.json	J5	ÇAY OTOMATI		
italyan-100-300.json	J9	BUZ MAKİNASI		
italyan-100-300.json	J11	BAR MİKSER		
italyan-100-300.json	J12	PORTAKAL SIKMA MAKİNASI		
italyan-100-300.json	J13	KATI MEYVE PRESİ		
italyan-100-300.json	J17	KASA BANKOSU		
italyan-100-300.json	K2	BASKET RAFI		
italyan-100-300.json	K3	ÇÖP ARABASI		
italyan-100-300.json	K5	ÖN YIKAMA DUŞU		
italyan-100-300.json	K6	YAĞ TUTUCU		
italyan-100-300.json	K7	BULAŞIK YIKAMA MAKİNASI, GİYOTİN TİP		
italyan-100-300.json	K10	İSTİF RAFI		
italyan-100-300.json	Y1	YER IZGARASI		
italyan-100-300.json	Y2	YER IZGARASI		
italyan-150-300.json	A1	İSTİF RAFI		
italyan-150-300.json	A2	İSTİF RAFI		
italyan-150-300.json	B1	PANEL TİP SOĞUK ODA		
italyan-150-300.json	B2	İSTİF RAFI		
italyan-150-300.json	B3	İSTİF RAFI		
italyan-150-300.json	C1	PANEL TİP DERİN DONDURUCU DEPO		
italyan-150-300.json	C2	İSTİF RAFI		
italyan-150-300.json	D1	DEPO TİPİ BUZDOLABI, TEK KAPILI		
italyan-150-300.json	D2	ET KÜTÜĞÜ		
italyan-150-300.json	D3	BIÇAK STERİL DOLABI		
italyan-150-300.json	D5	DUVAR RAFI		
italyan-150-300.json	D7	DUVAR RAFI		
italyan-150-300.json	D9	DUVAR RAFI		
italyan-150-300.json	D10	ÇÖP ARABASI		
italyan-150-300.json	E1	DİZDEN KUMANDALI EL YIKAMA LAVABOSU		
italyan-150-300.json	E2	DEPO TİPİ BUZDOLABI, TEK KAPILI		
italyan-150-300.json	E3	PİZZA FIRINI, ÇİFT KATLI		
italyan-150-300.json	E5	HAMUR YOĞURMA MAKİNASIİ DOMINO		
italyan-150-300.json	E7	MAKE-UP PİZZA HAZIRLIK BUZDOLABI, 3 KAPILI, MERMER TABLALI		
italyan-150-300.json	E9	SİNEK ÖLDÜRÜCÜ		
italyan-150-300.json	F1	DİZDEN KUMANDALI EL YIKAMA LAVABOSU		
italyan-150-300.json	F2	DEPO TİPİ BUZDOLABI, TEK KAPILI		
italyan-150-300.json	F4	DUVAR RAFI		
italyan-150-300.json	F6	DUVAR RAFI		
italyan-150-300.json	F8	MAKE-UP ÜNİTESİ, 2 KAPILI		
italyan-150-300.json	G1	DEPO TİPİ BUZDOLABI, TEK KAPILI		
italyan-150-300.json	G3	FRİTÖZ, ÇİFT SEPETLİ, ELK. SETÜSTÜ		
italyan-150-300.json	G4	LAVTAŞLI IZGARA, GAZLI, SETÜSTÜ		
italyan-150-300.json	G6	4 AÇIK ALEVLİ OCAK, GAZLI, SETÜSTÜ		
italyan-150-300.json	G7	2 AÇIK ALEVLİ OCAK, GAZLI, SETÜSTÜ		
italyan-150-300.json	G8	MAKARNA PİŞİRİCİ, ELK., SETÜSTÜ		
italyan-150-300.json	G11	TOST MAKİNASI		
italyan-150-300.json	G13	MİKRODALGA FIRIN		
italyan-150-300.json	G14	TAVA RAFI		
italyan-150-300.json	I6	ÇAY OTOMATI		
italyan-150-300.json	I12	BUZ MAKİNASI, BREMA CB416		
italyan-150-300.json	I14	BAR MİKSER		
italyan-150-300.json	I15	PORTAKAL SIKMA MAKİNASI		
italyan-150-300.json	I16	KATI MEYVE PRESİ, SANTOS		
italyan-150-300.json	H3	BASKET RAFI		
italyan-150-300.json	H4	ÇÖP ARABASI		
italyan-150-300.json	H6	ÖN YIKAMA DUŞU		
italyan-150-300.json	H7	YAĞ TUTUCU		
italyan-150-300.json	H8	BULAŞIK YIKAMA MAKİNASI, GİYOTİN TİP, NEO NSP80		
italyan-150-300.json	H12	İSTİF RAFI		
italyan-150-300.json	Y1	YER IZGARASI		
italyan-150-300.json	Y2	YER IZGARASI		
kahve-atolyesi-80-150.json	K1	İSTİF RAFI, DEMONTE, 4 KATLI	K	K- KURU DEPO
kahve-atolyesi-80-150.json	K2	İSTİF RAFI, DEMONTE, 4 KATLI	K	K- KURU DEPO
kahve-atolyesi-80-150.json	B2	ÇİKOLATA DOLABI, GRANİT MOBİLYA HARİÇTİR	B	B- BAR
kahve-atolyesi-80-150.json	B5	BAR EKİPMANI 1	B	B- BAR
kahve-atolyesi-80-150.json	B6	BAR EKİPMANI 2	B	B- BAR
kahve-atolyesi-80-150.json	B7	BAR EKİPMANI 3	B	B- BAR
kahve-atolyesi-80-150.json	B8	BAR EKİPMANI 4	B	B- BAR
kahve-atolyesi-80-150.json	B12	BUZ MAKİNASI	B	B- BAR
kahve-atolyesi-80-150.json	B13	BAR EKİPMANI 5	B	B- BAR
kahve-atolyesi-80-150.json	B14	BAR EKİPMANI 6	B	B- BAR
kahve-atolyesi-80-150.json	D2	DUVAR RAFI	B	B- BULAŞIK YIKAMA
kahve-atolyesi-80-150.json	D3	ÇÖP ARABASI	B	B- BULAŞIK YIKAMA
kahve-atolyesi-80-150.json	D4	BULAŞIK YIKAMA MAKİNASI, SETALTI	B	B- BULAŞIK YIKAMA
kahve-atolyesi-80-150.json	D5	İSTİF RAFI, DEMONTE, 4 KATLI	B	B- BULAŞIK YIKAMA
kahve-atolyesi-80-150.json	D7	DUVAR RAFI	B	B- BULAŞIK YIKAMA
kahve-atolyesi-80-150.json	D9	DUVAR RAFI	B	B- BULAŞIK YIKAMA
kahve-atolyesi-80-150.json	D10	DEPO TİPİ BUZDOLABI, TEK KAPILI	B	B- BULAŞIK YIKAMA
kahve-atolyesi-80-150.json	D11	DEPO TİPİ DERİN DONDURUCU, TEK KAPILI	B	B- BULAŞIK YIKAMA
kahve-atolyesi-80-150.json	M2	MAKE-UP DOLABI, 2 KAPILI, KÜVETLER DAHİL	M	M- MUTFAK
kahve-atolyesi-80-150.json	M7	KONVEKSİYONLU FIRIN	M	M- MUTFAK
kahve-atolyesi-80-150.json	M8	CİHAZALTI BUZDOLABI, ÇEKMECELİ	M	M- MUTFAK
kahve-atolyesi-80-150.json	M9	SOS BAINMARIE, ELK., SETÜSTÜ	M	M- MUTFAK
kahve-atolyesi-80-150.json	M10	4 AÇIK ALEVLİ OCAK, GAZLI, SETÜSTÜ	M	M- MUTFAK
kahve-atolyesi-80-150.json	M11	FRİTÖZ, ÇİFT SEPETLİ, ELK., SETÜSTÜ	M	M- MUTFAK
kahve-atolyesi-80-150.json	M13	TAVA RAFI	M	M- MUTFAK
kahve-atolyesi-80-150.json	M14	DEPO TİPİ BUZDOLABI, TEK KAPILI	M	M- MUTFAK
kahve-atolyesi-80-150.json	M16	DUVAR RAFI	M	M- MUTFAK
kahve-atolyesi-80-150.json	M18	DUVAR RAFI	M	M- MUTFAK
kahve-atolyesi-80-150.json	Y1	YER IZGARASI	Y	Y- YER IZGARASI
kahve-atolyesi-80-150.json	Y2	YER IZGARASI	Y	Y- YER IZGARASI
kahve-duragi-100-200.json	A2	FIRIN STANDI	A	A- SICAK MUTFAK
kahve-duragi-100-200.json	A3	BUHAR KONVEKSİYONLU FIRIN, ELK	A	A- SICAK MUTFAK
kahve-duragi-100-200.json	A6	MAKARNA PİŞİRİCİ	A	A- SICAK MUTFAK
kahve-duragi-100-200.json	A7	IZGARA	A	A- SICAK MUTFAK
kahve-duragi-100-200.json	A8	KUZİNE	A	A- SICAK MUTFAK
kahve-duragi-100-200.json	A10	TEK KAPAKLI TOST MAKİNASI	A	A- SICAK MUTFAK
kahve-duragi-100-200.json	A11	TAVA RAFI	A	A- SICAK MUTFAK
kahve-duragi-100-200.json	A12	TEL RAF 4 KATLI	A	A- SICAK MUTFAK
kahve-duragi-100-200.json	A13	GARNİTÜR ÜNİTELİ BUZDOLABI	A	A- SICAK MUTFAK
kahve-duragi-100-200.json	G3	DUVAR RAFI	G	G- SEBZE HAZIRLIK
kahve-duragi-100-200.json	M1	TEL RAF 4 KATLI	M	M- DEPOLAR
kahve-duragi-100-200.json	M2	DEPO TİPİ BUZDOLABI, TEK KAPILI	M	M- DEPOLAR
kahve-duragi-100-200.json	M3	DEPO TİPİ DERİN DONDURUCU, TEK KAPILI	M	M- DEPOLAR
kahve-duragi-100-200.json	Y1	YER IZGARASI	Y	Y- YER IZGARALARI
kahve-duragi-150-200.json	A1	FIRIN STANDI	A	A- SICAK MUTFAK
kahve-duragi-150-200.json	A2	BUHAR KONVEKSİYONLU FIRIN, ELK	A	A- SICAK MUTFAK
kahve-duragi-150-200.json	A5	MAKARNA PİŞİRİCİ	A	A- SICAK MUTFAK
kahve-duragi-150-200.json	A6	IZGARA	A	A- SICAK MUTFAK
kahve-duragi-150-200.json	A7	TAVA RAFI	A	A- SICAK MUTFAK
kahve-duragi-150-200.json	A9	KUZİNE	A	A- SICAK MUTFAK
kahve-duragi-150-200.json	A10	TEK KAPAKLI TOST MAKİNASI	A	A- SICAK MUTFAK
kahve-duragi-150-200.json	A13	GARNİTÜR ÜNİTELİ BUZDOLABI	A	A- SICAK MUTFAK
kahve-duragi-150-200.json	A14	TEL RAF 4 KATLI	A	A- SICAK MUTFAK
kahve-duragi-150-200.json	G3	DUVAR RAFI	G	G- SEBZE HAZIRLIK
kahve-duragi-150-200.json	M1	DEPO TİPİ DERİN DONDURUCU, TEK KAPILI	M	M- DEPOLAR
kahve-duragi-150-200.json	M2	DEPO TİPİ BUZDOLABI, TEK KAPILI	M	M- DEPOLAR
kahve-duragi-150-200.json	M3	TEL RAF 4 KATLI	M	M- DEPOLAR
kahve-duragi-150-200.json	M4	TEL RAF 4 KATLI	M	M- DEPOLAR
kahve-duragi-150-200.json	M5	TEL RAF 4 KATLI	M	M- DEPOLAR
kahve-duragi-150-200.json	Y1	YER IZGARASI	Y	Y- YER IZGARALARI
kahve-duragi-pastane-100-200.json	A7	ÇİKOLATA DOLABI	B	BAR
kahve-duragi-pastane-100-200.json	A9	PORTAKAL SIKMA MAKİNASI	B	BAR
kahve-duragi-pastane-100-200.json	A12	ÇAY OCAĞI	B	BAR
kahve-duragi-pastane-100-200.json	A16	BUZ MAKİNASI	B	BAR
