Tedarikci,Uretici marka,Urun tanimi,Gorsel,Fiyat,SKU,Departman,Kategori
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,900 SERİ MAKARNA FRİTÖZÜ DOLAPLI ELEKTRİKLİ 40*90*85,https://equsto.com/images/catalog/ozti/web/ozti-7858-n1-40908-11.jpg,67.138 TL + KDV,7858.N1.40908.11,pisirme,gazli-elektrikli-makarna-fritozu
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,900 SERİ MAKARNA FRİTÖZÜ DOLAPLI ELEKTRİKLİ 80*90*85,https://equsto.com/images/catalog/ozti/web/ozti-7858-n1-80908-11.jpg,118.560 TL + KDV,7858.N1.80908.11,pisirme,gazli-elektrikli-makarna-fritozu
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,900 SERİ SET ÜSTÜ PATATES DİNLENDİRME ELEKTRİKLİ 40*90,https://equsto.com/images/catalog/ozti/web/ozti-7831-n1-40903-01.jpg,20.728 TL + KDV,7831.N1.40903.01,pisirme,elektrikli-patates-dinlendirme
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,900 SERİ SET ÜSTÜ BAİN MARIE GAZLI 40*90*30-GN KAPLAR HARİÇ,https://equsto.com/images/catalog/ozti/web/ozti-7854-n1-40903-13.jpg,27.258 TL + KDV,7854.N1.40903.13,pisirme,setustu-bain-marie
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,900 SERİ SET ÜSTÜ BAİN MARIE GAZLI 80*90*30-GN KAPLAR HARİÇ,https://equsto.com/images/catalog/ozti/web/ozti-7854-n1-80903-13.jpg,31.792 TL + KDV,7854.N1.80903.13,pisirme,setustu-bain-marie
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,900 SERİ SET ÜSTÜ BAİN MARIE ELEKTRİKLİ 40*90*30-GN KAPLAR HARİÇ,https://equsto.com/images/catalog/ozti/web/ozti-7854-n1-40903-11.jpg,24.089 TL + KDV,7854.N1.40903.11,pisirme,setustu-bain-marie
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,900 SERİ SET ÜSTÜ BAİN MARIE ELEKTRİKLİ 80*90*30-GN KAPLAR HARİÇ,https://equsto.com/images/catalog/ozti/web/ozti-7854-n1-80903-11.jpg,31.504 TL + KDV,7854.N1.80903.11,pisirme,setustu-bain-marie
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,900 SERİ KAYNATMA TENCERESİ İNDİREKT GAZLI 100 LT. 80*90*85,https://equsto.com/images/catalog/ozti/web/ozti-7855-n1-80908-01.jpg,209.690 TL + KDV,7855.N1.80908.01,pisirme,gazli-elektrikli-kaynatma-tenceresi
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,900 SERİ KAYNATMA TENCERESİ İNDİREKT GAZLI 150 LT. 80*90*85,https://equsto.com/images/catalog/ozti/web/ozti-7855-n1-80908-02.jpg,219.527 TL + KDV,7855.N1.80908.02,pisirme,gazli-elektrikli-kaynatma-tenceresi
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,900 SERİ KAYNATMA TENCERESİ İNDİREKT GAZLI 250 LT. 100*90*85,https://equsto.com/images/catalog/ozti/web/ozti-7855-n1-10908-03.jpg,269.413 TL + KDV,7855.N1.10908.03,pisirme,gazli-elektrikli-kaynatma-tenceresi
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,900 SERİ KAYNATMA TENCERESİ DİREKT GAZLI 100 LT. 80*90*85,https://equsto.com/images/catalog/ozti/web/ozti-7855-n1-80908-11.jpg,159.938 TL + KDV,7855.N1.80908.11,pisirme,gazli-elektrikli-kaynatma-tenceresi
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,900 SERİ KAYNATMA TENCERESİ DİREKT GAZLI 150 LT. 80*90*85,https://equsto.com/images/catalog/ozti/web/ozti-7855-n1-80908-12.jpg,162.973 TL + KDV,7855.N1.80908.12,pisirme,gazli-elektrikli-kaynatma-tenceresi
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,900 SERİ KAYNATMA TENCERESİ DİREKT GAZLI 250 LT. 100*90*85,https://equsto.com/images/catalog/ozti/web/ozti-7855-n1-10908-13.jpg,206.886 TL + KDV,7855.N1.10908.13,pisirme,gazli-elektrikli-kaynatma-tenceresi
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,900 SERİ KAYNATMA TENCERESİ İNDİREKT ELEKTRİKLİ 100 LT. 80*90*85,https://equsto.com/images/catalog/ozti/web/ozti-7855-n1-80908-04.jpg,190.442 TL + KDV,7855.N1.80908.04,pisirme,gazli-elektrikli-kaynatma-tenceresi
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,900 SERİ KAYNATMA TENCERESİ İNDİREKT ELEKTRİKLİ 150 LT. 80*90*85,https://equsto.com/images/catalog/ozti/web/ozti-7855-n1-80908-05.jpg,192.383 TL + KDV,7855.N1.80908.05,pisirme,gazli-elektrikli-kaynatma-tenceresi
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,900 SERİ KAYNATMA TENCERESİ İNDİREKT ELEKTRİKLİ 250 LT. 100*90*85,https://equsto.com/images/catalog/ozti/web/ozti-7855-n1-10908-07.jpg,251.184 TL + KDV,7855.N1.10908.07,pisirme,gazli-elektrikli-kaynatma-tenceresi
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,KAYNATMA TENCERESİ DİREKT GAZLI 250 LT. 100*110*85-SİLİNDİRİK KAZANLI,https://equsto.com/images/catalog/ozti/web/ozti-7855-n1-10118-13.jpg,188.350 TL + KDV,7855.N1.10118.13,pisirme,gazli-elektrikli-kaynatma-tenceresi
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,KAYNATMA TENCERESİ İNDİREKT GAZLI 250 LT. 100*110*85-SİLİNDİRİK KAZANLI,https://equsto.com/images/catalog/ozti/web/ozti-7855-n1-10118-03.jpg,236.719 TL + KDV,7855.N1.10118.03,pisirme,gazli-elektrikli-kaynatma-tenceresi
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,KAYNATMA TENCERESİ İNDİREKT ELEKTRİKLİ 250 LT. 100*110*85-SİLİNDİRİK KAZANLI,https://equsto.com/images/catalog/ozti/web/ozti-7855-n1-10118-07.jpg,221.600 TL + KDV,7855.N1.10118.07,pisirme,gazli-elektrikli-kaynatma-tenceresi
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,KAYNATMA TENCERESI INDIREKT GAZLI 300 LT.-SABIT MODEL,https://equsto.com/images/catalog/ozti/web/ozti-7855-00300-01.jpg,410.142 TL + KDV,7855.00300.01,pisirme,gazli-elektrikli-kaynatma-tenceresi
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,KAYNATMA TENCERESI INDIREKT GAZLI 400 LT.-SABIT MODEL,https://equsto.com/images/catalog/ozti/web/ozti-7855-00400-01.jpg,415.982 TL + KDV,7855.00400.01,pisirme,gazli-elektrikli-kaynatma-tenceresi
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,KAYNATMA TENCERESI INDIREKT GAZLI 500 LT.-SABIT MODEL,https://equsto.com/images/catalog/ozti/web/ozti-7855-00500-01.jpg,453.037 TL + KDV,7855.00500.01,pisirme,gazli-elektrikli-kaynatma-tenceresi
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,KAYNATMA TENCERESI INDIREKT ELEKTRİKLİ 300 LT.-SABIT MODEL,https://equsto.com/images/catalog/ozti/web/ozti-7855-00300-02.jpg,397.330 TL + KDV,7855.00300.02,pisirme,gazli-elektrikli-kaynatma-tenceresi
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,KAYNATMA TENCERESI INDIREKT ELEKTRİKLİ 400 LT.-SABIT MODEL,https://equsto.com/images/catalog/ozti/web/ozti-7855-00400-02.jpg,417.730 TL + KDV,7855.00400.02,pisirme,gazli-elektrikli-kaynatma-tenceresi
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,KAYNATMA TENCERESİ İNDİREKT ELEKTRİKLİ SİLİNDİRİK KAZANLI-SABİT 500 LT.,https://equsto.com/images/catalog/ozti/web/ozti-7855-00500-02.jpg,444.566 TL + KDV,7855.00500.02,pisirme,gazli-elektrikli-kaynatma-tenceresi
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,900 SERİ DEVRİLİR TAVA GAZLI 80 LT. 80*90*85-ELEKTRONİK ATEŞLEMELİ,https://equsto.com/images/catalog/ozti/web/ozti-7867-n1-80908-01.jpg,227.633 TL + KDV,7867.N1.80908.01,pisirme,gazli-elektrikli-devrilir-tava
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,900 SERİ DEVRİLİR TAVA GAZLI 100 LT. 100*90*85-ELEKTRONİK ATEŞLEMELİ,https://equsto.com/images/catalog/ozti/web/ozti-7867-n1-10908-02.jpg,223.849 TL + KDV,7867.N1.10908.02,pisirme,gazli-elektrikli-devrilir-tava
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,900 SERİ DEVRİLİR TAVA GAZLI 130 LT. 120*90*85-ELEKTRONİK ATEŞLEMELİ,https://equsto.com/images/catalog/ozti/web/ozti-7867-n1-12908-03.jpg,261.269 TL + KDV,7867.N1.12908.03,pisirme,gazli-elektrikli-devrilir-tava
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,900 SERİ DEVRİLİR TAVA GAZLI -ELEKTRİK KALDIRMA MOTORLU 205 LT. 160*90*85-ELEKTRONİK ATEŞLEMELİ,https://equsto.com/images/catalog/ozti/web/ozti-7867-n1-16908-14.jpg,362.771 TL + KDV,7867.N1.16908.14,pisirme,gazli-elektrikli-devrilir-tava
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,900 SERİ DEVRİLİR TAVA ELEKTRİKLİ 80 LT. 80*90*85,https://equsto.com/images/catalog/ozti/web/ozti-7867-n1-80908-04.jpg,200.162 TL + KDV,7867.N1.80908.04,pisirme,gazli-elektrikli-devrilir-tava
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,900 SERİ DEVRİLİR TAVA ELEKTRİKLİ 100 LT. 100*90*85,https://equsto.com/images/catalog/ozti/web/ozti-7867-n1-10908-05.jpg,205.868 TL + KDV,7867.N1.10908.05,pisirme,gazli-elektrikli-devrilir-tava
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,900 SERİ DEVRİLİR TAVA ELEKTRİKLİ 130 LT. 120*90*85,https://equsto.com/images/catalog/ozti/web/ozti-7867-n1-12908-06.jpg,240.349 TL + KDV,7867.N1.12908.06,pisirme,gazli-elektrikli-devrilir-tava
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,900 SERİ DEVRİLİR TAVA ELEKTRİKLİ -ELEKTRİK KALDIRMA MOTORLU 205 LT. 160*90*85,https://equsto.com/images/catalog/ozti/web/ozti-7867-n1-16908-18.jpg,333.574 TL + KDV,7867.N1.16908.18,pisirme,gazli-elektrikli-devrilir-tava
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,DEVRILIR KAYNATMA TENCERESI INDIREKT ELEKTRİKLİ 150 LT.,https://equsto.com/images/catalog/ozti/web/ozti-7855-150le-02.jpg,633.049 TL + KDV,7855.150LE.02,pisirme,devrilir-kaynatma-tencereleri
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,DEVRILIR KAYNATMA TENCERESI INDIREKT ELEKTRİKLİ 200 LT.,https://equsto.com/images/catalog/ozti/web/ozti-7855-200le-02.jpg,717.091 TL + KDV,7855.200LE.02,pisirme,devrilir-kaynatma-tencereleri
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,DEVRİLİR KAYNATMA TENCERESİ İNDİREKT GAZLI 100 LT.,https://equsto.com/images/catalog/ozti/web/ozti-7855-100lg-01.jpg,658.733 TL + KDV,7855.100LG.01,pisirme,devrilir-kaynatma-tencereleri
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,DEVRILIR KAYNATMA TENCERESI INDIREKT GAZLI 150 LT.,https://equsto.com/images/catalog/ozti/web/ozti-7855-150lg-01.jpg,664.380 TL + KDV,7855.150LG.01,pisirme,devrilir-kaynatma-tencereleri
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,DEVRILIR KAYNATMA TENCERESI INDIREKT GAZLI 500 LT.,https://equsto.com/images/catalog/ozti/web/ozti-7855-500lg-01.jpg,861.124 TL + KDV,7855.500LG.01,pisirme,devrilir-kaynatma-tencereleri
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,KAZAN KROM CELIK BUHARLI 500 LITRE,https://equsto.com/images/catalog/ozti/web/ozti-7855-00500-00.jpg,245.574 TL + KDV,7855.00500.00,pisirme,buharli-kaynatma-tenceeleri
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,KAZAN KROM ÇELİK BUHARLI 400 LITRE,https://equsto.com/images/catalog/ozti/web/ozti-7855-00400-00.jpg,228.458 TL + KDV,7855.00400.00,pisirme,buharli-kaynatma-tenceeleri
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,900 SERİ SET ÜSTÜ ARA TEZGAH 40*90*30,https://equsto.com/images/catalog/ozti/web/ozti-7911-n1-40903-00.jpg,9.931 TL + KDV,7911.N1.40903.00,pisirme,dolaplar-ve-taban-raflari-ara-tezgahlar
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,900 SERİ SET ÜSTÜ ARA TEZGAH 80*90*30,https://equsto.com/images/catalog/ozti/web/ozti-7911-n1-80903-00.jpg,14.273 TL + KDV,7911.N1.80903.00,pisirme,dolaplar-ve-taban-raflari-ara-tezgahlar
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,900 SERİ SET ALTI DOLAP 40 LIK,https://equsto.com/images/catalog/ozti/web/ozti-7876-n1-40905-00.jpg,11.257 TL + KDV,7876.N1.40905.00,pisirme,taban-raflari
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,900 SERİ SET ALTI DOLAP 80 LIK,https://equsto.com/images/catalog/ozti/web/ozti-7876-n1-80905-00.jpg,16.847 TL + KDV,7876.N1.80905.00,pisirme,taban-raflari
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,900 SERİ SET ALTI DOLAP 120 LİK,https://equsto.com/images/catalog/ozti/web/ozti-7876-n1-12905-00.jpg,25.567 TL + KDV,7876.N1.12905.00,pisirme,taban-raflari
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,900 SERİ SET ALTI DOLAP 40 LIK-KAPISIZ ÖNÜ AÇIK,https://equsto.com/images/catalog/ozti/web/ozti-7876-n1-40905-10.jpg,7.338 TL + KDV,7876.N1.40905.10,pisirme,taban-raflari
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,900 SERİ SET ALTI DOLAP 80 LİK-KAPISIZ ÖNÜ AÇIK,https://equsto.com/images/catalog/ozti/web/ozti-7876-n1-80905-10.jpg,8.914 TL + KDV,7876.N1.80905.10,pisirme,taban-raflari
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,900 SERİ SET ALTI DOLAP 120 LİK-KAPISIZ ÖNÜ AÇIK,https://equsto.com/images/catalog/ozti/web/ozti-7876-n1-12905-10.jpg,12.563 TL + KDV,7876.N1.12905.10,pisirme,taban-raflari
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,700 SERİ KUZİNE FIRINLI GAZLI 4 AÇIK ATEŞ 80*70*85 (L)-4x6kW+7kW GAZLI FIRIN,https://equsto.com/images/catalog/ozti/web/ozti-7865-n1-80708-10l.jpg,96.470 TL + KDV,7865.N1.80708.10L,pisirme,gazli-firinli-kuzine
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,700 SERİ KUZİNE FIRINLI GAZLI 4 AÇIK ATEŞ 80*70*85 (L)-4x6kW+6kW ELEKTRİKLİ FIRIN,https://equsto.com/images/catalog/ozti/web/ozti-7865-n1-80708-10el.jpg,93.973 TL + KDV,7865.N1.80708.10EL,pisirme,gazli-firinli-kuzine
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,"700 SERİ KUZİNE FIRINLI GAZLI 4 AÇIK ATEŞ 80*70*85 (LP)-2x6kW+2x7,5kW+7kW GAZLI FIRIN",https://equsto.com/images/catalog/ozti/web/ozti-7865-n1-80708-10lp.jpg,96.720 TL + KDV,7865.N1.80708.10LP,pisirme,gazli-firinli-kuzine
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,"700 SERİ KUZİNE FIRINLI GAZLI 4 AÇIK ATEŞ 80*70*85 (LP)-2x6kW+2x7,5kW+6kW ELEKTRİKLİ FIRIN",https://equsto.com/images/catalog/ozti/web/ozti-7865-n1-80708-10elp.jpg,94.223 TL + KDV,7865.N1.80708.10ELP,pisirme,gazli-firinli-kuzine
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,"700 SERİ KUZİNE FIRINLI GAZLI 4 AÇIK ATEŞ 80*70*85 (LS)-4x7,5kW+7kW GAZLI FIRIN",https://equsto.com/images/catalog/ozti/web/ozti-7865-n1-80708-10ls.jpg,96.970 TL + KDV,7865.N1.80708.10LS,pisirme,gazli-firinli-kuzine
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,"700 SERİ KUZİNE FIRINLI GAZLI 4 AÇIK ATEŞ 80*70*85 (LS)-4x7,5kW+6kW ELEKTRİKLİ FIRIN",https://equsto.com/images/catalog/ozti/web/ozti-7865-n1-80708-10els.jpg,94.472 TL + KDV,7865.N1.80708.10ELS,pisirme,gazli-firinli-kuzine
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,700 SERİ SET ÜSTÜ İKİLİ OCAK GAZLI 40*70*30 (L) -2x6 kW,https://equsto.com/images/catalog/ozti/web/ozti-7865-n1-40703-33l.jpg,29.122 TL + KDV,7865.N1.40703.33L,pisirme,gazli-set-ustu-ocaklari
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,700 SERİ SET ÜSTÜ DÖRTLÜ OCAK GAZLI 80*70*30 (L)-4x6 kW,https://equsto.com/images/catalog/ozti/web/ozti-7865-n1-80703-35l.jpg,49.465 TL + KDV,7865.N1.80703.35L,pisirme,gazli-set-ustu-ocaklari
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,"700 SERİ SET ÜSTÜ İKİLİ OCAK GAZLI 40*70*30 (LP) -6 kW+7,5kW",https://equsto.com/images/catalog/ozti/web/ozti-7865-n1-40703-33lp.jpg,29.448 TL + KDV,7865.N1.40703.33LP,pisirme,gazli-set-ustu-ocaklari
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,"700 SERİ SET ÜSTÜ DÖRTLÜ OCAK GAZLI 80*70*30 (LP)-2x6kW+2x7,5kW",https://equsto.com/images/catalog/ozti/web/ozti-7865-n1-80703-35lp.jpg,49.733 TL + KDV,7865.N1.80703.35LP,pisirme,gazli-set-ustu-ocaklari
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,"700 SERİ SET ÜSTÜ İKİLİ OCAK GAZLI 40*70*30 (LS) -2x7,5 kW",https://equsto.com/images/catalog/ozti/web/ozti-7865-n1-40703-33ls.jpg,29.621 TL + KDV,7865.N1.40703.33LS,pisirme,gazli-set-ustu-ocaklari
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,"700 SERİ SET ÜSTÜ DÖRTLÜ OCAK GAZLI 80*70*30 (LS)-4x7,5kW",https://equsto.com/images/catalog/ozti/web/ozti-7865-n1-80703-35ls.jpg,51.232 TL + KDV,7865.N1.80703.35LS,pisirme,gazli-set-ustu-ocaklari
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,700 SERİ KUZİNE FIRINLI GAZLI 6 AÇIK ATEŞ 120*70*85 (LS)-6x6 kW+7 kW GAZLI FIRIN,https://equsto.com/images/catalog/ozti/web/ozti-7865-n1-12708-10l.jpg,121.846 TL + KDV,7865.N1.12708.10L,pisirme,gazli-firinli-kuziler
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,"700 SERİ KUZİNE FIRINLI GAZLI 6 AÇIK ATEŞ 120*70*85 (LP)-3x6 kW+3x7,5 kW +7 kW GAZLI FIRIN",https://equsto.com/images/catalog/ozti/web/ozti-7865-n1-12708-10lp.jpg,136.427 TL + KDV,7865.N1.12708.10LP,pisirme,gazli-firinli-kuziler
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,"700 SERİ KUZİNE FIRINLI GAZLI 6 AÇIK ATEŞ 120*70*85 (LS)-6x7,5 kW +7 kW GAZLI FIRIN",https://equsto.com/images/catalog/ozti/web/ozti-7865-n1-12708-10ls.jpg,137.118 TL + KDV,7865.N1.12708.10LS,pisirme,gazli-firinli-kuziler
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,700 SERİ KUZİNE FIRINLI GAZLI 4 AÇIK ATEŞ +1/3 KAPALI DÖKÜM 120*70*85 (L),https://equsto.com/images/catalog/ozti/web/ozti-7865-n1-12708-12l.jpg,153.560 TL + KDV,7865.N1.12708.12L,pisirme,gazli-firinli-kuziler
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,700 SERİ KUZİNE BÜYÜK FIRINLI GAZLI 6 AÇIK ATEŞ 120*70*85 (L)-6x6 kW+13 kW GAZLI FIRIN,https://equsto.com/images/catalog/ozti/web/ozti-7865-n1-12708-50l.jpg,142.093 TL + KDV,7865.N1.12708.50L,pisirme,gazli-firinli-kuziler
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,"700 SERİ KUZİNE BÜYÜK FIRINLI GAZLI 6 AÇIK ATEŞ 120*70*85 (LP)-3x6 Kw+3x7,5 kW+13 kW GAZLI FIRIN",https://equsto.com/images/catalog/ozti/web/ozti-7865-n1-12708-50lp.jpg,142.247 TL + KDV,7865.N1.12708.50LP,pisirme,gazli-firinli-kuziler
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,"700 SERİ KUZİNE BÜYÜK FIRINLI GAZLI 6 AÇIK ATEŞ 120*70*85 (LS)-6x7,5 kW+13 kW GAZLI FIRIN",https://equsto.com/images/catalog/ozti/web/ozti-7865-n1-12708-50ls.jpg,127.398 TL + KDV,7865.N1.12708.50LS,pisirme,gazli-firinli-kuziler
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,700 SERİ KUZİNE FIRINLI ELEKTRİKLİ 4 YUV.BÜYÜK PLATE 80*70*85,https://equsto.com/images/catalog/ozti/web/ozti-7865-n1-80708-02.jpg,75.397 TL + KDV,7865.N1.80708.02,pisirme,elektrikli-kuzine
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,700 SERİ SET ÜSTÜ OCAK ELEKTRİKLİ 40*70,https://equsto.com/images/catalog/ozti/web/ozti-7865-n1-40703-12.jpg,19.594 TL + KDV,7865.N1.40703.12,pisirme,elektrikli-set-ustu-ocak
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,700 SERİ SET ÜSTÜ DÖRTLÜ OCAK ELEKTRİKLİ 80*70*30,https://equsto.com/images/catalog/ozti/web/ozti-7865-n1-80703-14.jpg,32.196 TL + KDV,7865.N1.80703.14,pisirme,elektrikli-set-ustu-ocak
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,700 SERİ SET ÜSTÜ WOK OCAK TEKLİ GAZLI 40*70*30-14 KW,https://equsto.com/images/catalog/ozti/web/ozti-7865-n1-40703-wk.jpg,24.916 TL + KDV,7865.N1.40703.WK,pisirme,wok-ocaklar
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,700 SERİ SET ÜSTÜ WOK OCAK İKİLİ GAZLI 80*70*30-28 KW,https://equsto.com/images/catalog/ozti/web/ozti-7865-n1-80703-wk.jpg,44.854 TL + KDV,7865.N1.80703.WK,pisirme,wok-ocaklar
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,700 SERİ SET ÜSTÜ OCAK KAPALI DÖKÜM GAZLI 40*70*30,https://equsto.com/images/catalog/ozti/web/ozti-7865-n1-40703-22.jpg,30.275 TL + KDV,7865.N1.40703.22,pisirme,kapakli-dokum-ocak
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,700 SERİ SET ÜSTÜ OCAK KAPALI DÖKÜM GAZLI 80*70*30,https://equsto.com/images/catalog/ozti/web/ozti-7865-n1-80703-22.jpg,95.592 TL + KDV,7865.N1.80703.22,pisirme,kapakli-dokum-ocak
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,700 SERİ SET ÜSTÜ INDUKSIYON OCAK ELEKTRİKLİ 40*70*30,https://equsto.com/images/catalog/ozti/web/ozti-7865-n1-40703-is.jpg,63.679 TL + KDV,7865.N1.40703.IS,pisirme,induksiyonlu-ocaklar
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,700 SERİ SET ÜSTÜ INDUKSIYON OCAK ELEKTRİKLİ 80*70*30,https://equsto.com/images/catalog/ozti/web/ozti-7865-n1-80703-is.jpg,120.886 TL + KDV,7865.N1.80703.IS,pisirme,induksiyonlu-ocaklar
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,700 SERİ SET ÜSTÜ SERAN OCAK ELEKTRİKLİ 40*70*30,https://equsto.com/images/catalog/ozti/web/ozti-7865-n1-40703-cs.jpg,62.124 TL + KDV,7865.N1.40703.CS,pisirme,infrared-seramik-ocak
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,700 SERİ SET ÜSTÜ SERAN OCAK ELEKTRİKLİ 80*70*30,https://equsto.com/images/catalog/ozti/web/ozti-7865-n1-80703-cs.jpg,115.122 TL + KDV,7865.N1.80703.CS,pisirme,infrared-seramik-ocak
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,700 SERİ SET ÜSTÜ GRİLL PLATE DÜZ GAZLI 40*70*30,https://equsto.com/images/catalog/ozti/web/ozti-7864-n1-40703-06.jpg,40.782 TL + KDV,7864.N1.40703.06,pisirme,gazli-izgaralar
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,700 SERİ SET ÜSTÜ GRİLL PLATE DÜZ GAZLI 40*70*30-SERT KROM KAPLI,https://equsto.com/images/catalog/ozti/web/ozti-7864-n1-40703-06c.jpg,46.564 TL + KDV,7864.N1.40703.06C,pisirme,gazli-izgaralar
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,700 SERİ SET ÜSTÜ GRİLL PLATE OLUKLU GAZLI 40*70*30,https://equsto.com/images/catalog/ozti/web/ozti-7864-n1-40703-03.jpg,43.049 TL + KDV,7864.N1.40703.03,pisirme,gazli-izgaralar
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,700 SERİ SET ÜSTÜ GRİLL PLATE OLUKLU GAZLI 40*70*30-SERT KROM KAPLI,https://equsto.com/images/catalog/ozti/web/ozti-7864-n1-40703-03c.jpg,48.830 TL + KDV,7864.N1.40703.03C,pisirme,gazli-izgaralar
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,700 SERİ SET ÜSTÜ GRİLL PLATE DÜZ GAZLI 80*70*30,https://equsto.com/images/catalog/ozti/web/ozti-7864-n1-80703-19.jpg,66.215 TL + KDV,7864.N1.80703.19,pisirme,gazli-izgaralar
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,700 SERİ SET ÜSTÜ GRİLL PLATE DÜZ GAZLI 80*70*30-SERT KROM KAPLI,https://equsto.com/images/catalog/ozti/web/ozti-7864-n1-80703-19c.jpg,78.432 TL + KDV,7864.N1.80703.19C,pisirme,gazli-izgaralar
Öztiryakiler Endüstriyel Mutfak,Öztiryakiler,700 SERİ SET ÜSTÜ GRİLL PLATE Y.OLUKLU GAZLI 80*70*30,https://equsto.com/images/catalog/ozti/web/ozti-7864-n1-80703-16.jpg,68.098 TL + KDV,7864.N1.80703.16,pisirme,gazli-izgaralar
