Tedarikci,Uretici marka,Urun tanimi,Gorsel,Fiyat,SKU,Departman,Kategori
Öztiryakiler Endüstriyel Mutfak,Hoshizaki,OZTI BUZ MAKINESI OFB165A 165KG/GUN FLAKE,https://equsto.com/images/catalog/ozti/web/ozti-9805-ofb16-5a.jpg,176.023 TL + KDV,9805.OFB16.5A,sogutma,buz-makineleri
Öztiryakiler Endüstriyel Mutfak,Hoshizaki,OZTI BUZ MAKINESI OFB320A 320KG/GUN FLAKE,https://equsto.com/images/catalog/ozti/web/ozti-9805-ofb32-0a.jpg,241.788 TL + KDV,9805.OFB32.0A,sogutma,buz-makineleri
Öztiryakiler Endüstriyel Mutfak,Rational,OZTI RATINAL BANKETLER  IÇIN MODEL 101 26 TABAKLIK,,—,5RRX.60708.01,tasima,rational-banket
Öztiryakiler Endüstriyel Mutfak,Rational,RATIONAL MOBIL TEPSI STANDI IÇIN TAŞIMA ARABASI TİP 6-1/1 VE 10-1/1,https://equsto.com/images/catalog/ozti/web/ozti-5rrx-60740-00.jpg,62.519 TL + KDV,5RRX.60740.00,tasima,6-1-1-6-1-2-10-1-1-10-1-2-mobil-tepsi-standi-tasima-arabalari
Öztiryakiler Endüstriyel Mutfak,Rational,"RATIONAL MOBIL TEPSI STANDI IÇIN TAŞIMA ARABASI, TİP 6-2/1 VE 10-2/1",,81.226 TL + KDV,5RRX.60739.99,tasima,6-1-1-6-1-2-10-1-1-10-1-2-mobil-tepsi-standi-tasima-arabalari
Öztiryakiler Endüstriyel Mutfak,Rational,"RATIONAL BANKET IÇIN FINISHING SISTEMLERI TİP 6-1/1, 20 TABAK",,135.654 TL + KDV,5RRX.60617.41,tasima,6-1-1-6-1-2-10-1-1-10-1-2-finishing-sistemleri
Öztiryakiler Endüstriyel Mutfak,Rational,"Rational Banket için Finishing sistemleri Tip 10-1/1, 32 tabak",https://equsto.com/images/catalog/ozti/web/ozti-5rrx-60116-28.jpg,155.353 TL + KDV,5RRX.60116.28,tasima,6-1-1-6-1-2-10-1-1-10-1-2-finishing-sistemleri
Öztiryakiler Endüstriyel Mutfak,Rational,"RATIONAL BANKET IÇIN FINISHING TİP 6-2/1, 34 TABAK",,185.540 TL + KDV,5RRX.60621.96,tasima,6-1-1-6-1-2-10-1-1-10-1-2-finishing-sistemleri
Öztiryakiler Endüstriyel Mutfak,Rational,"Rational Banket için Finishing sistemleri Tip 10-2/1, 42 tabak",,199.291 TL + KDV,5RRX.60121.54,tasima,6-1-1-6-1-2-10-1-1-10-1-2-finishing-sistemleri
Öztiryakiler Endüstriyel Mutfak,Rational,"RATIONAL BANKET IÇIN FINISHING SISTEMLERI TİP 20-1/1, 60 TABAK",,223.243 TL + KDV,5RRX.60213.32,tasima,20-2-1-20-2-2-finishing-sistemleri
Öztiryakiler Endüstriyel Mutfak,Rational,"RATIONAL BANKET IÇIN FINISHING SISTEMLERI TİP 20-1/1, 50 TABAK",https://equsto.com/images/catalog/ozti/web/ozti-5rrx-60213-33.jpg,209.972 TL + KDV,5RRX.60213.33,tasima,20-2-1-20-2-2-finishing-sistemleri
Öztiryakiler Endüstriyel Mutfak,Rational,RATIONAL FINISHING SISTEM BANKET ARABASI 120 TABAK 20-2/1,https://equsto.com/images/catalog/ozti/web/ozti-9890-60224-93.jpg,270.221 TL + KDV,9890.60224.93,tasima,banket-arabalari
Öztiryakiler Endüstriyel Mutfak,Rational,RATIONAL FINISHING SISTEM BANKET ARABASI 20-2/1 60.22.492,,311.537 TL + KDV,5RRX.60224.92,tasima,banket-arabalari
