Tedarikci,Uretici marka,Urun tanimi,Gorsel,Fiyat,SKU,Departman,Kategori
Öztiryakiler Endüstriyel Mutfak,Rational,UNOX CHEF TOP 10 GN 2/1 KOMBI FIRIN  ELEKTRIKLI  PLUS MODEL + KURULUM KITI GIRILMELI,https://equsto.com/images/catalog/ozti/web/ozti-9890-x1021-ep.jpg,890.728 TL + KDV,9890.X1021.EP,pisirme,linemiss-linemicro-serisi-firinlar
Öztiryakiler Endüstriyel Mutfak,Rational,UNOX CHEF TOP 10 GN 2/1 KOMBI FIRIN  GAZLI PLUS MODEL + KURULUM KITI GIRILMELI,https://equsto.com/images/catalog/ozti/web/ozti-9890-x1021-eg.jpg,975.829 TL + KDV,9890.X1021.EG,pisirme,linemiss-linemicro-serisi-firinlar
Öztiryakiler Endüstriyel Mutfak,Rational,UNOX CHEF TOP 20 GN 1/1  KOMBI FIRIN  ELEKTRIKLI  ONE MODEL,https://equsto.com/images/catalog/ozti/web/ozti-9890-x2011-e1.jpg,805.627 TL + KDV,9890.X2011.E1,pisirme,linemiss-linemicro-serisi-firinlar
Öztiryakiler Endüstriyel Mutfak,Rational,UNOX CHEF TOP 20 GN 1/1 KOMBI FIRIN  ELEKTRIKLI  PLUS MODEL,https://equsto.com/images/catalog/ozti/web/ozti-9890-x2011-ep.jpg,1.123.339 TL + KDV,9890.X2011.EP,pisirme,linemiss-linemicro-serisi-firinlar
Öztiryakiler Endüstriyel Mutfak,Rational,UNOX CHEF TOP 20 GN 2/1 KOMBI FIRIN  ELEKTRIKLI  PLUS MODEL,https://equsto.com/images/catalog/ozti/web/ozti-9890-x2021-ep.jpg,1.509.132 TL + KDV,9890.X2021.EP,pisirme,linemiss-linemicro-serisi-firinlar
Öztiryakiler Endüstriyel Mutfak,Rational,UNOX CHEF TOP 20 GN 2/1 KOMBI FIRIN  GAZLI PLUS MODEL,https://equsto.com/images/catalog/ozti/web/ozti-9890-x2021-eg.jpg,1.699.192 TL + KDV,9890.X2021.EG,pisirme,linemiss-linemicro-serisi-firinlar
Öztiryakiler Endüstriyel Mutfak,Rational,UNOX CHEF TOP 5 GN 1/1 KOMBI FIRIN  ELEKTRIKLI  ONE MODEL + KURULUM KITI GIRILMELI,https://equsto.com/images/catalog/ozti/web/ozti-9890-x0511-e1.jpg,260.978 TL + KDV,9890.X0511.E1,pisirme,linemiss-linemicro-serisi-firinlar
Öztiryakiler Endüstriyel Mutfak,Rational,UNOX CHEF TOP 5 GN 1/1 KOMBI FIRIN  ELEKTRIKLI  PLUS MODEL + KURULUM KITI GIRILMELI,https://equsto.com/images/catalog/ozti/web/ozti-9890-x0511-ep.jpg,317.712 TL + KDV,9890.X0511.EP,pisirme,linemiss-linemicro-serisi-firinlar
Öztiryakiler Endüstriyel Mutfak,Rational,UNOX CHEF TOP 5 GN 1/1 KOMBI FIRIN  GAZLI PLUS MODEL + KURULUM KITI GIRILMELI,https://equsto.com/images/catalog/ozti/web/ozti-9890-x0511-eg.jpg,377.284 TL + KDV,9890.X0511.EG,pisirme,linemiss-linemicro-serisi-firinlar
Öztiryakiler Endüstriyel Mutfak,Rational,UNOX CHEF TOP 7 GN 1/1 KOMBI FIRIN  ELEKTRIKLI  ONE MODEL + KURULUM KITI GIRILMELI,https://equsto.com/images/catalog/ozti/web/ozti-9890-x0711-e1.jpg,340.405 TL + KDV,9890.X0711.E1,pisirme,linemiss-linemicro-serisi-firinlar
Öztiryakiler Endüstriyel Mutfak,Rational,UNOX CHEF TOP 7 GN 1/1 KOMBI FIRIN  ELEKTRIKLI  PLUS MODEL + KURULUM KITI GIRILMELI,https://equsto.com/images/catalog/ozti/web/ozti-9890-x0711-ep.jpg,451.038 TL + KDV,9890.X0711.EP,pisirme,linemiss-linemicro-serisi-firinlar
Öztiryakiler Endüstriyel Mutfak,Rational,UNOX CHEF TOP 7 GN 1/1 KOMBI FIRIN  GAZLI PLUS MODEL + KURULUM KITI GIRILMELI,https://equsto.com/images/catalog/ozti/web/ozti-9890-x0711-eg.jpg,487.915 TL + KDV,9890.X0711.EG,pisirme,linemiss-linemicro-serisi-firinlar
Öztiryakiler Endüstriyel Mutfak,Rational,UNOX DECKTOP COMBİ FIRIN 1 TEPSİ 40*60,https://equsto.com/images/catalog/ozti/web/ozti-9890-xebdc-01.jpg,158.856 TL + KDV,9890.XEBDC.01,pisirme,linemiss-linemicro-serisi-firinlar
Öztiryakiler Endüstriyel Mutfak,Rational,UNOX FIRIN 5 GN 2/3 XECC-0523-EPR,https://equsto.com/images/catalog/ozti/cafemarkt/ozti-9890-xecc0-523epr.jpg,303.528 TL + KDV,9890.XECC0.523EPR,pisirme,linemiss-linemicro-serisi-firinlar
Öztiryakiler Endüstriyel Mutfak,Rational,UNOX MAYALAMA 10 TEPSİ  600*400 XEKPT-10EU-C,https://equsto.com/images/catalog/ozti/web/ozti-9890-xekpt1-0euc.jpg,81.697 TL + KDV,9890.XEKPT1.0EUC,pisirme,linemiss-linemicro-serisi-firinlar
Öztiryakiler Endüstriyel Mutfak,Rational,UNOX MAYALAMA DOLABI 8 TEPSILI,https://equsto.com/images/catalog/ozti/web/ozti-9890-xekpt-8euc.jpg,74.890 TL + KDV,9890.XEKPT.8EUC,pisirme,linemiss-linemicro-serisi-firinlar
Öztiryakiler Endüstriyel Mutfak,Rational,UNOX MAYALAMA DOLABI BAKERTOP MODELINE UYUMLU (12 TEPSI),https://equsto.com/images/catalog/ozti/web/ozti-9890-xbc12-eu.jpg,124.816 TL + KDV,9890.XBC12.EU,pisirme,linemiss-linemicro-serisi-firinlar
Öztiryakiler Endüstriyel Mutfak,Rational,UNOX MAYALAMA DOLABI BAKERTOP MODELINE UYUMLU (8 TEPSI),https://equsto.com/images/catalog/ozti/web/ozti-9890-xbc08-eu.jpg,119.142 TL + KDV,9890.XBC08.EU,pisirme,linemiss-linemicro-serisi-firinlar
Öztiryakiler Endüstriyel Mutfak,Rational,UNOX ELEKTRIKLI 6 GN 600X400 TEPSI KAPASITELI,https://equsto.com/images/catalog/ozti/web/ozti-9890-xeft06-eu.jpg,209.917 TL + KDV,9890.XEFT06.EU,pisirme,linemiss-linemicro-serisi-firinlar
Öztiryakiler Endüstriyel Mutfak,Rational,UNOX ROBERTA FIRIN 3 TEPSİ 342X242,https://equsto.com/images/catalog/ozti/cafemarkt/ozti-9890-xf003-00.jpg,36.877 TL + KDV,9890.XF003.00,pisirme,linemiss-linemicro-serisi-firinlar
Öztiryakiler Endüstriyel Mutfak,Rational,UNOX ROSSELLA FIRIN LED KONTROL,https://equsto.com/images/catalog/ozti/web/ozti-9890-xft04-eu.jpg,140.134 TL + KDV,9890.XFT04.EU,pisirme,linemiss-linemicro-serisi-firinlar
Öztiryakiler Endüstriyel Mutfak,Rational,UNOX TAŞ TABANLI FIRIN 1 TEPSİ 40X60,https://equsto.com/images/catalog/ozti/cafemarkt/ozti-9890-xbc01-eu.jpg,190.060 TL + KDV,9890.XBC01.EU,pisirme,linemiss-linemicro-serisi-firinlar
Öztiryakiler Endüstriyel Mutfak,Rational,UNOX TAŞ TABANLI FIRIN 2 TEPSİ 40X60,https://equsto.com/images/catalog/ozti/web/ozti-9890-xbc02-eu.jpg,209.917 TL + KDV,9890.XBC02.EU,pisirme,linemiss-linemicro-serisi-firinlar
Öztiryakiler Endüstriyel Mutfak,Rational,OZTIRYAKILER MIKRODALGA FIRIN,https://equsto.com/images/catalog/ozti/web/ozti-9890-d90d2-30.jpg,20.981 TL + KDV,9890.D90D2.30,pisirme,mikrodalga-firin
Öztiryakiler Endüstriyel Mutfak,Vitrifrigo,ÖZTİRYAKİLER İNDİKSÜYONLU ISITICI-PİŞİRİCİ SETÜSTÜ 500-3500 W  33.9x42.8x11.7 CM,https://equsto.com/images/catalog/ozti/web/ozti-9868-bt350-kct.jpg,20.866 TL + KDV,9868.BT350.KCT,pisirme,induksiyonlu-ocaklar
Öztiryakiler Endüstriyel Mutfak,Vitrifrigo,ÖZTİRYAKİLER İNDİKSÜYONLU ISITICI-PİŞİRİCİ GÖMME 500-3500 W  36X38X12 CM,https://equsto.com/images/catalog/ozti/web/ozti-9868-bt350-t0.jpg,20.866 TL + KDV,9868.BT350.T0,pisirme,induksiyonlu-ocaklar
Öztiryakiler Endüstriyel Mutfak,Vitrifrigo,"ÖZTİRYAKİLER İNDİKSÜYONLU PİŞİRİCİ GÖMME 7000W  69,8 X 34,9 X 9,4 CM DİKEY",https://equsto.com/images/catalog/ozti/web/ozti-9868-et700-a0.jpg,37.789 TL + KDV,9868.ET700.A0,pisirme,induksiyonlu-ocaklar
Öztiryakiler Endüstriyel Mutfak,Rational,"Rational Mobile oven rack, Type 20-2/1 , 16 rack",,184.837 TL + KDV,5RRX.60223.95,set-ustu-mutfak,20-2-1-20-2-2-mobil-tepsi-standlari
Öztiryakiler Endüstriyel Mutfak,Rational,"RATIONAL MOBIL TABAK STANDI TİP 6-1/1, 20 TABAK",https://equsto.com/images/catalog/ozti/web/ozti-5rrx-60617-02.jpg,59.257 TL + KDV,5RRX.60617.02,set-ustu-mutfak,6-1-1-6-1-2-10-1-1-10-1-2-mobil-tabak-standlari
Öztiryakiler Endüstriyel Mutfak,Rational,"RATIONAL MOBIL TABAK STANDI TİP 6-1/1, 15 TABAK",,53.884 TL + KDV,5RRX.60617.01,set-ustu-mutfak,6-1-1-6-1-2-10-1-1-10-1-2-mobil-tabak-standlari
Öztiryakiler Endüstriyel Mutfak,Rational,"RATIONAL MOBIL TABAK STANDI TİP 10-1/1, 32 TABAK",,71.089 TL + KDV,5RRX.60115.81,set-ustu-mutfak,6-1-1-6-1-2-10-1-1-10-1-2-mobil-tabak-standlari
Öztiryakiler Endüstriyel Mutfak,Rational,"RATIONAL MOBIL TABAK STANDI TİP 10-1/1, 26 TABAK",,64.661 TL + KDV,5RRX.60116.02,set-ustu-mutfak,6-1-1-6-1-2-10-1-1-10-1-2-mobil-tabak-standlari
Öztiryakiler Endüstriyel Mutfak,Rational,"RATIONAL MOBIL TABAK STANDI TİP 20-1/1, 60 TABAK",https://equsto.com/images/catalog/ozti/web/ozti-5rrx-60212-93.jpg,171.853 TL + KDV,5RRX.60212.93,set-ustu-mutfak,20-2-1-20-2-2-mobil-tabak-standlari
Öztiryakiler Endüstriyel Mutfak,Rational,"RATIONAL MOBIL TABAK STANDI TİP 20-1/1, 60 TABAK",,156.248 TL + KDV,5RRX.60212.94,set-ustu-mutfak,20-2-1-20-2-2-mobil-tabak-standlari
Öztiryakiler Endüstriyel Mutfak,Rational,"RATIONAL MOBIL TABAK STANDI TİP 20-2/1, 120 TABAK",,252.120 TL + KDV,5RRX.60224.00,set-ustu-mutfak,20-2-1-20-2-2-mobil-tabak-standlari
Öztiryakiler Endüstriyel Mutfak,Rational,RATIONAL MUFFIN VETIMBAL KALIPLARI (1/1  GN),https://equsto.com/images/catalog/ozti/web/ozti-5rrx-60171-002.jpg,6.492 TL + KDV,5RRX.60171.002,set-ustu-mutfak,muffin-ve-timbal-kaliplari
Öztiryakiler Endüstriyel Mutfak,Rational,RATIONAL MUFFIN VETIMBAL KALIPLARI (2/1  GN),https://equsto.com/images/catalog/ozti/web/ozti-5rrx-60171-001.jpg,11.960 TL + KDV,5RRX.60171.001,set-ustu-mutfak,muffin-ve-timbal-kaliplari
Öztiryakiler Endüstriyel Mutfak,Rational,RATIONAL YAG DAMLAMA KABI 1/1 GN,https://equsto.com/images/catalog/ozti/web/ozti-5rrx-87101-135.jpg,26.798 TL + KDV,5RRX.87101.135,set-ustu-mutfak,yag-damlama-kaplari
Öztiryakiler Endüstriyel Mutfak,Rational,RATIONAL YAG TOPLAMA KABI,,39.654 TL + KDV,5RRX.60707.76,set-ustu-mutfak,yag-damlama-kaplari
Öztiryakiler Endüstriyel Mutfak,Rational,RATIONAL KUZU CEVIRME SISI MODEL 101/102/201/202 (1/1GN),https://equsto.com/images/catalog/ozti/web/ozti-5rrx-60708-19.jpg,11.544 TL + KDV,5RRX.60708.19,set-ustu-mutfak,kuzu-cevirme-sisi
Öztiryakiler Endüstriyel Mutfak,Rational,RATIONAL KUZU CEVIRME STANDI,,38.759 TL + KDV,5RRX.60351.003,set-ustu-mutfak,kuzu-cevirme-sisi
Öztiryakiler Endüstriyel Mutfak,Rational,RATIONAL KUZU CEVIRME SISI MODEL 202 (DESTEKLI SIS ILE),,40.549 TL + KDV,5RRX.60351.002,set-ustu-mutfak,kuzu-cevirme-sisi
Öztiryakiler Endüstriyel Mutfak,Rational,RATIONAL TAVUK KIZARTMA TELI H 4,https://equsto.com/images/catalog/ozti/web/ozti-5rrx-60351-015.jpg,3.454 TL + KDV,5RRX.60351.015,set-ustu-mutfak,kizartma-telleri
Öztiryakiler Endüstriyel Mutfak,Rational,RATIONAL TAVUK KIZARTMA TELI H 6,https://equsto.com/images/catalog/ozti/web/ozti-5rrx-60351-016.jpg,4.157 TL + KDV,5RRX.60351.016,set-ustu-mutfak,kizartma-telleri
Öztiryakiler Endüstriyel Mutfak,Rational,RATIONAL TAVUK KIZARTMA TELI H 8,https://equsto.com/images/catalog/ozti/web/ozti-5rrx-60351-006.jpg,4.573 TL + KDV,5RRX.60351.006,set-ustu-mutfak,kizartma-telleri
Öztiryakiler Endüstriyel Mutfak,Rational,RATIONAL TAVUK KIZARTMA TELI H 10,https://equsto.com/images/catalog/ozti/web/ozti-5rrx-60351-010.jpg,5.244 TL + KDV,5RRX.60351.010,set-ustu-mutfak,kizartma-telleri
Öztiryakiler Endüstriyel Mutfak,Rational,RATIONAL ORDEK KIZARTMA TELI E 8,https://equsto.com/images/catalog/ozti/web/ozti-5rrx-60351-009.jpg,8.219 TL + KDV,5RRX.60351.009,set-ustu-mutfak,kizartma-telleri
Öztiryakiler Endüstriyel Mutfak,Rational,RATIONAL ET PISIRME UNITESI,https://equsto.com/images/catalog/ozti/web/ozti-5rrx-60351-018.jpg,9.178 TL + KDV,5RRX.60351.018,set-ustu-mutfak,kaburga-izfarasi
Öztiryakiler Endüstriyel Mutfak,Rational,RATIONAL PIZZA TAVASI,https://equsto.com/images/catalog/ozti/web/ozti-5rrx-60711-58.jpg,1.790 TL + KDV,5RRX.60711.58,set-ustu-mutfak,pizza-tavasi
Öztiryakiler Endüstriyel Mutfak,Rational,RATIONAL PATATES KIZARTMA SEPETI 1/1 GN 50 MM,https://equsto.com/images/catalog/ozti/web/ozti-5rrx-60191-150.jpg,7.739 TL + KDV,5RRX.60191.150,set-ustu-mutfak,combifry
Öztiryakiler Endüstriyel Mutfak,Rational,RATIONAL PATATES KIZARTMA SEPETI 1/2 GN 50 MM,https://equsto.com/images/catalog/ozti/web/ozti-5rrx-60191-250.jpg,5.788 TL + KDV,5RRX.60191.250,set-ustu-mutfak,combifry
Öztiryakiler Endüstriyel Mutfak,Rational,RATIONAL YUMURTA PSIRME KALIBI,https://equsto.com/images/catalog/ozti/web/ozti-5rrx-60711-57.jpg,7.610 TL + KDV,5RRX.60711.57,set-ustu-mutfak,multubaker
Öztiryakiler Endüstriyel Mutfak,FAC,FAC GIDA DILIMLEME MAKINASI S AF220 AF,https://equsto.com/images/catalog/ozti/web/ozti-9830-s220a-f0.jpg,29.011 TL + KDV,9830.S220A.F0,set-ustu-mutfak,fac-gida-dilimleme-makinesi
Öztiryakiler Endüstriyel Mutfak,FAC,FAC GIDA DILIMLEME MAKINASI F 250 R,https://equsto.com/images/catalog/ozti/web/ozti-9830-f250e-00.jpg,35.027 TL + KDV,9830.F250E.00,set-ustu-mutfak,fac-gida-dilimleme-makinesi
Öztiryakiler Endüstriyel Mutfak,FAC,FAC GIDA DILIMLEME MAKINASI F 275 E,https://equsto.com/images/catalog/ozti/web/ozti-9830-f275e-00.jpg,35.027 TL + KDV,9830.F275E.00,set-ustu-mutfak,fac-gida-dilimleme-makinesi
Öztiryakiler Endüstriyel Mutfak,FAC,FAC GIDA DILIMLEME MAKINASI F 300 R,https://equsto.com/images/catalog/ozti/web/ozti-9830-f300e-00.jpg,49.302 TL + KDV,9830.F300E.00,set-ustu-mutfak,fac-gida-dilimleme-makinesi
Öztiryakiler Endüstriyel Mutfak,FAC,BERKEL RED LINE 22 CM KIRMIZI GIDA DİLİMLEME,https://equsto.com/images/catalog/ozti/web/ozti-9830-rl220-rd.jpg,68.009 TL + KDV,9830.RL220.RD,set-ustu-mutfak,berkel-gida-dilimlemleme-makineleri
Öztiryakiler Endüstriyel Mutfak,FAC,BERKEL RED LINE 25 CM KIRMIZI GIDA DİLİMLEME,https://equsto.com/images/catalog/ozti/web/ozti-9830-rl250-rd.jpg,70.628 TL + KDV,9830.RL250.RD,set-ustu-mutfak,berkel-gida-dilimlemleme-makineleri
Öztiryakiler Endüstriyel Mutfak,FAC,BERKEL RED LINE 30 CM KIRMIZI GIDA DİLİMLEME,https://equsto.com/images/catalog/ozti/web/ozti-9830-rl300-rd.jpg,108.590 TL + KDV,9830.RL300.RD,set-ustu-mutfak,berkel-gida-dilimlemleme-makineleri
Öztiryakiler Endüstriyel Mutfak,FAC,BERKEL PRO LINE 25 CM ÇELİK GIDA DİLİMLEME,https://equsto.com/images/catalog/ozti/web/ozti-9830-0xs25-00.jpg,65.390 TL + KDV,9830.0XS25.00,set-ustu-mutfak,berkel-gida-dilimlemleme-makineleri
Öztiryakiler Endüstriyel Mutfak,Vitrifrigo,GURMEAID GN /SICAK KAP TUTUCU,https://equsto.com/images/catalog/ozti/web/ozti-9868-0ppgp-00.jpg,170 TL + KDV,9868.0PPGP.00,set-ustu-mutfak,servis-gerecleri
Öztiryakiler Endüstriyel Mutfak,Bartscher,"BARTSCHER GN 1/1 8,5 LT CHAFING DISH İNDÜKSİYONLU ISITICI UYUMLU",https://equsto.com/images/catalog/ozti/web/ozti-9450-50050-70.jpg,39.372 TL + KDV,9450.50050.70,set-ustu-mutfak,chafing-dishler
Öztiryakiler Endüstriyel Mutfak,Nuova Simonelli,NUOVA SİMONELLİ GRİNTA KAHVE DEĞİRMENİ,https://equsto.com/images/catalog/ozti/web/ozti-9584-amm50-12.jpg,16.319 TL + KDV,9584.AMM50.12,set-ustu-mutfak,degirmen-bar-blenderleri
Öztiryakiler Endüstriyel Mutfak,Robot Coupe,ROBOT COUPE KATI MEYVE PRESİ J80,https://equsto.com/images/catalog/ozti/web/ozti-9860-00j80-00.jpg,91.064 TL + KDV,9860.00J80.00,set-ustu-mutfak,portakal-sikma-makineleri
Öztiryakiler Endüstriyel Mutfak,Santos,SANTOS PORTAKAL SIKMA MAKINASI NO 11,https://equsto.com/images/catalog/ozti/web/ozti-9860-00011-00.jpg,29.414 TL + KDV,9860.00011.00,set-ustu-mutfak,portakal-sikma-makineleri
Öztiryakiler Endüstriyel Mutfak,Santos,SANTOS BUZ KIRICI NO 53,https://equsto.com/images/catalog/ozti/web/ozti-9535-00053-00.jpg,69.276 TL + KDV,9535.00053.00,set-ustu-mutfak,portakal-sikma-makineleri
Öztiryakiler Endüstriyel Mutfak,Hoshizaki,HOSHIZAKI BUZ MAKINESI IM-30CNE-HC 30KG,https://equsto.com/images/catalog/ozti/web/ozti-9805-im30cn-ehc.jpg,137.444 TL + KDV,9805.IM30CN.EHC,sogutma,buz-makineleri
Öztiryakiler Endüstriyel Mutfak,Hoshizaki,HOSHIZAKI BUZ MAKINESI IM-45NE-HC 46 KG,https://equsto.com/images/catalog/ozti/web/ozti-9805-im45n-ehc.jpg,177.642 TL + KDV,9805.IM45N.EHC,sogutma,buz-makineleri
Öztiryakiler Endüstriyel Mutfak,Hoshizaki,HOSHIZAKI BUZ MAKINESI IM-65NE-HC 62 KG,https://equsto.com/images/catalog/ozti/web/ozti-9805-im65n-ehc.jpg,209.717 TL + KDV,9805.IM65N.EHC,sogutma,buz-makineleri
Öztiryakiler Endüstriyel Mutfak,Hoshizaki,HOSHIZAKI BUZ MAKINESI IM-240DNE-HC 210KG,https://oztiryakiler.com.tr/ax-images/images/9805.IM240X.NHC.jpg,381.922 TL + KDV,9805.IM240D.NHC,sogutma,buz-makineleri
Öztiryakiler Endüstriyel Mutfak,Hoshizaki,HOSHIZAKI BUZ MAKINESI IM-240XNE-HC 210KG,https://equsto.com/images/catalog/ozti/web/ozti-9805-im240x-nhc.jpg,381.922 TL + KDV,9805.IM240X.NHC,sogutma,buz-makineleri
Öztiryakiler Endüstriyel Mutfak,Hoshizaki,HOSHIZAKI BUZ MAKINESI IM-240ANE-HC 210KG,https://equsto.com/images/catalog/ozti/web/ozti-9805-im240a-neh.jpg,402.581 TL + KDV,9805.IM240A.NEH,sogutma,buz-makineleri
Öztiryakiler Endüstriyel Mutfak,Hoshizaki,HOSHIZAKI BUZ HAZNESI 140KG B-140SA,https://equsto.com/images/catalog/ozti/web/ozti-9805-0b140-sa.jpg,112.469 TL + KDV,9805.0B140.SA,sogutma,buz-makineleri
Öztiryakiler Endüstriyel Mutfak,Hoshizaki,HOSHIZAKI BUZ HAZNESI 340KG B-340SA,https://equsto.com/images/catalog/ozti/web/ozti-9805-0b340-sa.jpg,178.186 TL + KDV,9805.0B340.SA,sogutma,buz-makineleri
Öztiryakiler Endüstriyel Mutfak,Hoshizaki,HOSHIZAKI BUZ MAKINESI BAGLANTI KITI TK-IMD2,https://oztiryakiler.com.tr/ax-images/images/9805.IM45N.EHC.jpg,17.045 TL + KDV,9805.00IMD.00,sogutma,buz-makineleri
Öztiryakiler Endüstriyel Mutfak,Hoshizaki,SIMAG BUZ MAKİNASI SDE18 18 Kg/gün,https://oztiryakiler.com.tr/ax-images/images/9805.SDE18.00.jpg,55.489 TL + KDV,9805.SDE18.00,sogutma,buz-makineleri
Öztiryakiler Endüstriyel Mutfak,Hoshizaki,SIMAG BUZ MAKİNASI SDE24  24 Kg/gün,https://equsto.com/images/catalog/ozti/web/ozti-9805-sde24-00.jpg,63.059 TL + KDV,9805.SDE24.00,sogutma,buz-makineleri
Öztiryakiler Endüstriyel Mutfak,Hoshizaki,SIMAG BUZ MAKİNASI  SDE30 30 kg/gün,https://equsto.com/images/catalog/ozti/web/ozti-9805-sde30-00.jpg,71.405 TL + KDV,9805.SDE30.00,sogutma,buz-makineleri
Öztiryakiler Endüstriyel Mutfak,Hoshizaki,SIMAG BUZ MAKİNASI SDE40  38 Kg/gün,https://equsto.com/images/catalog/ozti/web/ozti-9805-sde40-00.jpg,88.962 TL + KDV,9805.SDE40.00,sogutma,buz-makineleri
Öztiryakiler Endüstriyel Mutfak,Hoshizaki,SIMAG BUZ MAKINASI SDE50 47 kg/gün,https://equsto.com/images/catalog/ozti/web/ozti-9805-sde50-00.jpg,96.215 TL + KDV,9805.SDE50.00,sogutma,buz-makineleri
Öztiryakiler Endüstriyel Mutfak,Hoshizaki,SIMAG BUZ MAKINASI SDE64 63 kg/gün,https://equsto.com/images/catalog/ozti/web/ozti-9805-sde64-00.jpg,113.886 TL + KDV,9805.SDE64.00,sogutma,buz-makineleri
Öztiryakiler Endüstriyel Mutfak,Hoshizaki,SIMAG BUZ MAKINASI SDE84 82 kg/gün,https://equsto.com/images/catalog/ozti/web/ozti-9805-sde84-00.jpg,138.119 TL + KDV,9805.SDE84.00,sogutma,buz-makineleri
Öztiryakiler Endüstriyel Mutfak,Hoshizaki,SIMAG BUZ MAKINASI 192 LTR,https://equsto.com/images/catalog/ozti/web/ozti-9805-sv145-00.jpg,204.229 TL + KDV,9805.SV145.00,sogutma,buz-makineleri
Öztiryakiler Endüstriyel Mutfak,Hoshizaki,SIMAG BUZ MAKINASI 215 LTR,https://equsto.com/images/catalog/ozti/web/ozti-9805-sv225-00.jpg,227.081 TL + KDV,9805.SV225.00,sogutma,buz-makineleri
Öztiryakiler Endüstriyel Mutfak,Hoshizaki,SIMAG BUZ MAKINASI 530 LTR SVD503,https://equsto.com/images/catalog/ozti/web/ozti-9805-sv545-00.jpg,398.442 TL + KDV,9805.SV545.00,sogutma,buz-makineleri
Öztiryakiler Endüstriyel Mutfak,Hoshizaki,SIMAG BUZ MAKINASI 315 LTR,https://equsto.com/images/catalog/ozti/web/ozti-9805-sv325-00.jpg,258.510 TL + KDV,9805.SV325.00,sogutma,buz-makineleri
Öztiryakiler Endüstriyel Mutfak,Hoshizaki,"SIMAG KAR BUZ MAKINASI SP125, 120KG/GUN",https://equsto.com/images/catalog/ozti/web/ozti-9805-spn12-50.jpg,200.459 TL + KDV,9805.SPN12.50,sogutma,buz-makineleri
Öztiryakiler Endüstriyel Mutfak,Hoshizaki,"SIMAG KAR BUZ MAKINASI SP255 AS-F, 200KG/GUN",https://equsto.com/images/catalog/ozti/web/ozti-9805-spn25-50.jpg,230.506 TL + KDV,9805.SPN25.50,sogutma,buz-makineleri
Öztiryakiler Endüstriyel Mutfak,Hoshizaki,SIMAG KAR BUZ MAKINASI SP,https://equsto.com/images/catalog/ozti/web/ozti-9805-spn40-50.jpg,343.960 TL + KDV,9805.SPN40.50,sogutma,buz-makineleri
Öztiryakiler Endüstriyel Mutfak,Hoshizaki,OZTI BUZ MAKINESI OKB22A 22KG/GUN HAZNE 4 KG FULL CUBE,https://equsto.com/images/catalog/ozti/web/ozti-9805-okb22-a0.jpg,56.411 TL + KDV,9805.OKB22.A0,sogutma,buz-makineleri
Öztiryakiler Endüstriyel Mutfak,Hoshizaki,OZTI BUZ MAKINESI OKB22A 25KG/GUN HAZNE 6 KG FULL CUBE,https://equsto.com/images/catalog/ozti/web/ozti-9805-okb25-a0.jpg,63.318 TL + KDV,9805.OKB25.A0,sogutma,buz-makineleri
Öztiryakiler Endüstriyel Mutfak,Hoshizaki,OZTI BUZ MAKINESI OKB37A 37KG/GUN HAZNE 16 KG FULL CUBE,https://equsto.com/images/catalog/ozti/web/ozti-9805-okb37-a0.jpg,77.824 TL + KDV,9805.OKB37.A0,sogutma,buz-makineleri
Öztiryakiler Endüstriyel Mutfak,Hoshizaki,OZTI BUZ MAKINESI OKB46A 46KG/GUN HAZNE 16 KG FULL CUBE,https://equsto.com/images/catalog/ozti/web/ozti-9805-okb46-a0.jpg,81.191 TL + KDV,9805.OKB46.A0,sogutma,buz-makineleri
Öztiryakiler Endüstriyel Mutfak,Hoshizaki,OZTI BUZ MAKINESI OKB68A 68KG/GUN HAZNE 40 KG FULL CUBE,https://equsto.com/images/catalog/ozti/web/ozti-9805-okb68-a0.jpg,119.210 TL + KDV,9805.OKB68.A0,sogutma,buz-makineleri
Öztiryakiler Endüstriyel Mutfak,Hoshizaki,OZTI BUZ MAKINESI OKB88A 88KG/GUN HAZNE 40 KG FULL CUBE,https://equsto.com/images/catalog/ozti/web/ozti-9805-okb88-a0.jpg,125.455 TL + KDV,9805.OKB88.A0,sogutma,buz-makineleri
Öztiryakiler Endüstriyel Mutfak,Hoshizaki,OZTI BUZ MAKINESI OFB100A 100KG/GUN HAZNE 20 KG FLAKE,https://equsto.com/images/catalog/ozti/web/ozti-9805-ofb10-0a.jpg,149.747 TL + KDV,9805.OFB10.0A,sogutma,buz-makineleri
Öztiryakiler Endüstriyel Mutfak,Hoshizaki,OZTI BUZ MAKINESI ODB140A 140KG/GUN FLAT ICE CUBE,https://equsto.com/images/catalog/ozti/web/ozti-9805-odb14-0a.jpg,151.013 TL + KDV,9805.ODB14.0A,sogutma,buz-makineleri
Öztiryakiler Endüstriyel Mutfak,Hoshizaki,OZTI BUZ MAKINESI ODB200A 200KG/GUN FLAT ICE CUBE,https://equsto.com/images/catalog/ozti/web/ozti-9805-odb20-0a.jpg,186.558 TL + KDV,9805.ODB20.0A,sogutma,buz-makineleri
Öztiryakiler Endüstriyel Mutfak,Hoshizaki,OZTI BUZ MAKINESI ODB414A 414KG/GUN FLAT ICE CUBE,https://equsto.com/images/catalog/ozti/web/ozti-9805-odb41-4a.jpg,249.329 TL + KDV,9805.ODB41.4A,sogutma,buz-makineleri
