urun_adi,sku,oztiryakiler_url,alt_kategoriler,kategori_ana,mevcut_satis_fiyati,liste_fiyati,eslesme_durumu,equsto_fiyat_tl,equsto_urun_kodu,equsto_url
Polıetılen Levha Sarı,8356.60402.30-tr,https://oztiryakiler.com.tr/urun/polietilen-levha-sari-8356-60402-30/,duz | polieliten-levhalar | polieliten-levhalar-polieliten-levhalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Polıetılen Levha Sarı,8356.60404.30-tr,https://oztiryakiler.com.tr/urun/polietilen-levha-sari-8356-60404-30/,duz | polieliten-levhalar | polieliten-levhalar-polieliten-levhalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Polıetılen Levha Sarı Oluklu Yuv. Kköşeli,8356.60402.31-tr,https://oztiryakiler.com.tr/urun/polietilen-levha-sari-oluklu-yuv-kkoseli-8356-60402-31/,oluklu | polieliten-levhalar | polieliten-levhalar-polieliten-levhalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Polıetılen Levha Sarı Oluklu Yuv. Köşeli,8356.53325.31-tr,https://oztiryakiler.com.tr/urun/polietilen-levha-sari-oluklu-yuv-koseli-8356-53325-31/,oluklu | polieliten-levhalar | polieliten-levhalar-polieliten-levhalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Polıetılen Levha Yesıl,8356.53325.40-tr,https://oztiryakiler.com.tr/urun/polietilen-levha-yesil-8356-53325-40/,duz | polieliten-levhalar | polieliten-levhalar-polieliten-levhalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Polıetılen Levha Yesıl Oluklu Yuv. Köşeli,8356.53325.41-tr,https://oztiryakiler.com.tr/urun/polietilen-levha-yesil-oluklu-yuv-koseli-8356-53325-41/,oluklu | polieliten-levhalar-polieliten-levhalar | polieliten-levhalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Porselen Servis Plakası 8149.AS162.00-tr,,https://oztiryakiler.com.tr/urun/porselen-servis-plakasi-8149-as162-00/,dokum-demir-tavalar | pisirme-ekipmanlari | tavalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Porselen Servis Plakası 8149.AS164.00-tr,,https://oztiryakiler.com.tr/urun/porselen-servis-plakasi-8149-as164-00/,dokum-demir-tavalar | pisirme-ekipmanlari | tavalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Servis Arabası Procart 221 8959.PR221.00-tr,,https://oztiryakiler.com.tr/urun/servis-arabasi-procart-221-8959-pr221-00/,gastronom-kuvetler | polikarbon-gn-kuvetler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Servis Arabası Procart 230 8959.PR230.01-tr,,https://oztiryakiler.com.tr/urun/servis-arabasi-procart-230-8959-pr230-01/,gastronom-kuvetler | polikarbon-gn-kuvetler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Servis Çatalı Paslanmaz Çelik,8481.02004.01-tr,https://oztiryakiler.com.tr/urun/servis-catali-paslanmaz-celik-8481-02004-01/,el-gerecleri | servis-catali,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Servis Kapağı Delikli,8481.02005.02-tr,https://oztiryakiler.com.tr/urun/servis-kapagi-delikli-8481-02005-02/,el-gerecleri | servis-kasigi,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Servis Kapağı Deliksiz,8481.02005.01-tr,https://oztiryakiler.com.tr/urun/servis-kapagi-deliksiz-8481-02005-01/,el-gerecleri | servis-kasigi,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Servis Maşaşı,8467.00001.04-tr,https://oztiryakiler.com.tr/urun/servis-masasi-8467-00001-04/,el-gerecleri | masalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Servis Spatulası Deliksiz,8481.02005.04-tr,https://oztiryakiler.com.tr/urun/servis-spatulasi-deliksiz-8481-02005-04/,el-gerecleri | spatulalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Sütlaç Kase Yarım Sırlı 8151.ISG10.20-tr,,https://oztiryakiler.com.tr/urun/sutlac-kase-yarim-sirli-8151-isg10-20/,guvec | pisirme-ekipmanlari | tavalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Tam Yassı Döner Bıçağı Masat No:12 Siyah 8353.81088.0S-tr,,https://oztiryakiler.com.tr/urun/tam-yassi-doner-bicagi-masat-no12-siyah-8353-81088-0s/,bicaklar | masatlar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Tel Kevgır Ince,8340.00014.04-tr,https://oztiryakiler.com.tr/urun/tel-kevgir-ince-8340-00014-04/,el-gerecleri | tel-suzgec-ve-kevgirler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Tel Kevgır Ince,8340.00017.04-tr,https://oztiryakiler.com.tr/urun/tel-kevgir-ince-8340-00017-04/,el-gerecleri | tel-suzgec-ve-kevgirler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Tel Kevgır Ince,8340.00019.04-tr,https://oztiryakiler.com.tr/urun/tel-kevgir-ince-8340-00019-04/,el-gerecleri | tel-suzgec-ve-kevgirler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Tel Kevgır Ince,8340.00022.04-tr,https://oztiryakiler.com.tr/urun/tel-kevgir-ince-8340-00022-04/,el-gerecleri | tel-suzgec-ve-kevgirler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Tel Kevgır Ince,8340.00024.04-tr,https://oztiryakiler.com.tr/urun/tel-kevgir-ince-8340-00024-04/,el-gerecleri | tel-suzgec-ve-kevgirler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Tel Kevgır Ince,8340.00027.04-tr,https://oztiryakiler.com.tr/urun/tel-kevgir-ince-8340-00027-04/,el-gerecleri | tel-suzgec-ve-kevgirler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Tel Kevgır Ince,8340.00030.04-tr,https://oztiryakiler.com.tr/urun/tel-kevgir-ince-8340-00030-04/,el-gerecleri | tel-suzgec-ve-kevgirler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Tel Kevgır Kalın,8340.00014.03-tr,https://oztiryakiler.com.tr/urun/tel-kevgir-kalin-8340-00014-03/,el-gerecleri | tel-suzgec-ve-kevgirler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Tel Kevgır Kalın,8340.00017.03-tr,https://oztiryakiler.com.tr/urun/tel-kevgir-kalin-8340-00017-03/,el-gerecleri | tel-suzgec-ve-kevgirler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Tel Kevgır Kalın,8340.00019.03-tr,https://oztiryakiler.com.tr/urun/tel-kevgir-kalin-8340-00019-03/,el-gerecleri | tel-suzgec-ve-kevgirler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Tel Kevgır Kalın,8340.00022.03-tr,https://oztiryakiler.com.tr/urun/tel-kevgir-kalin-8340-00022-03/,el-gerecleri | tel-suzgec-ve-kevgirler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Tel Kevgır Kalın,8340.00024.03-tr,https://oztiryakiler.com.tr/urun/tel-kevgir-kalin-8340-00024-03/,el-gerecleri | tel-suzgec-ve-kevgirler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Tel Kevgır Kalın,8340.00027.03-tr,https://oztiryakiler.com.tr/urun/tel-kevgir-kalin-8340-00027-03/,el-gerecleri | tel-suzgec-ve-kevgirler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Tel Kevgır Kalın,8340.00030.03-tr,https://oztiryakiler.com.tr/urun/tel-kevgir-kalin-8340-00030-03/,el-gerecleri | tel-suzgec-ve-kevgirler,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Temizlik Arabası Procart 311 8959.PR311.00-tr,,https://oztiryakiler.com.tr/urun/temizlik-arabasi-procart-311-8959-pr311-00/,el-gerecleri,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Tezgah Fırçası,8640.00001.02-tr,https://oztiryakiler.com.tr/urun/tezgah-fircasi-8640-00001-02/,el-gerecleri | fircalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Turta Testeresı,8350.07250.00-tr,https://oztiryakiler.com.tr/urun/turta-testeresi-8350-07250-00/,el-gerecleri | rende-dilimleme-ve-kesme-gerecleri,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Wok Tava Alumınyum,8149.00141.24-tr,https://oztiryakiler.com.tr/urun/wok-tava-aluminyum-8149-00141-24/,aluminyum-tavalar | pisirme-ekipmanlari | tavalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Wok Tava Alumınyum,8149.00141.26-tr,https://oztiryakiler.com.tr/urun/wok-tava-aluminyum-8149-00141-26/,aluminyum-tavalar | pisirme-ekipmanlari | tavalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Wok Tava Alumınyum,8149.00141.28-tr,https://oztiryakiler.com.tr/urun/wok-tava-aluminyum-8149-00141-28/,aluminyum-tavalar | pisirme-ekipmanlari | tavalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Wok Tava Alumınyum,8149.00141.30-tr,https://oztiryakiler.com.tr/urun/wok-tava-aluminyum-8149-00141-30/,aluminyum-tavalar | pisirme-ekipmanlari | tavalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Wok Tava Alumınyum,8149.00141.32-tr,https://oztiryakiler.com.tr/urun/wok-tava-aluminyum-8149-00141-32/,aluminyum-tavalar | pisirme-ekipmanlari | tavalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Wok Tava Alumınyum,8149.00141.36-tr,https://oztiryakiler.com.tr/urun/wok-tava-aluminyum-8149-00141-36/,aluminyum-tavalar | pisirme-ekipmanlari | tavalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Yapışmaz Tava Maksı Alumınyum,8149.00140.24-tr,https://oztiryakiler.com.tr/urun/yapismaz-tava-maksi-aluminyum-8149-00140-24/,aluminyum-tavalar | pisirme-ekipmanlari | tavalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Yapışmaz Tava Maksı Alumınyum,8149.00140.26-tr,https://oztiryakiler.com.tr/urun/yapismaz-tava-maksi-aluminyum-8149-00140-26/,aluminyum-tavalar | pisirme-ekipmanlari | tavalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Yapışmaz Tava Maksı Alumınyum,8149.00140.28-tr,https://oztiryakiler.com.tr/urun/yapismaz-tava-maksi-aluminyum-8149-00140-28/,aluminyum-tavalar | pisirme-ekipmanlari | tavalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Yapışmaz Tava Maksı Alumınyum,8149.00140.30-tr,https://oztiryakiler.com.tr/urun/yapismaz-tava-maksi-aluminyum-8149-00140-30/,aluminyum-tavalar | pisirme-ekipmanlari | tavalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Yapışmaz Tava Maksı Alumınyum,8149.00140.32-tr,https://oztiryakiler.com.tr/urun/yapismaz-tava-maksi-aluminyum-8149-00140-32/,aluminyum-tavalar | pisirme-ekipmanlari | tavalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Yapışmaz Tava Maksı Alumınyum,8149.00140.36-tr,https://oztiryakiler.com.tr/urun/yapismaz-tava-maksi-aluminyum-8149-00140-36/,aluminyum-tavalar | pisirme-ekipmanlari | tavalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Yapışmaz Tava Maksı Alumınyum,8149.00140.40-tr,https://oztiryakiler.com.tr/urun/yapismaz-tava-maksi-aluminyum-8149-00140-40/,aluminyum-tavalar | pisirme-ekipmanlari | tavalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Yumurta Kıl Fırça No:5,8640.00002.05-tr,https://oztiryakiler.com.tr/urun/yumurta-kil-firca-no5-8640-00002-05/,el-gerecleri | fircalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Yumurta Kıl Fırça No:6,8640.00002.06-tr,https://oztiryakiler.com.tr/urun/yumurta-kil-firca-no6-8640-00002-06/,el-gerecleri | fircalar,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
Yuvarlak Suffle/Sos Kabı 8133.0SK8T.14-tr,,https://oztiryakiler.com.tr/urun/yuvarlak-suffle-sos-kabi-8133-0sk8t-14/,dokum-demir-kacarolalar | kacarolalar | pisirme-ekipmanlari,Yardımcı Mutfak Ekipmanları,,,Equsto katalogunda bu kategori yok,,,
