scope	brand	category	subcategory	sku	product_code	barcode	equsto_name	equsto_price_vat_included	mutbex_name	mutbex_price_vat_included	difference_tl	difference_percent	classification	match_method	confidence	stock_status	equsto_url	mutbex_url	notes
ATALAY	Atalay Endüstriyel Mutfak Ekipmanları	Pişirme	Adr Seri Doner Robotu	ADR-10E	ATALAY		Atalay ADR Seri Döner Robotu ADR-10E 10 (5x2)	455569.0					NO_MATCH	NO_MATCH	LOW	NOT_FOUND	https://equsto.com/shop/adr-10e		No match found on Mutbex
ATALAY	Atalay Endüstriyel Mutfak Ekipmanları	Pişirme	Adr Seri Doner Robotu	ADR-10G	ATALAY		Atalay ADR Seri Döner Robotu ADR-10G 10 (5x2)	447628.0					NO_MATCH	NO_MATCH	LOW	NOT_FOUND	https://equsto.com/shop/adr-10g		No match found on Mutbex
ATALAY	Atalay Endüstriyel Mutfak Ekipmanları	Pişirme	Adr Seri Doner Robotu	ADR-14E	ATALAY		Atalay ADR Seri Döner Robotu ADR-14E 14 (7x2)	513012.0					NO_MATCH	NO_MATCH	LOW	NOT_FOUND	https://equsto.com/shop/adr-14e		No match found on Mutbex
ATALAY	Atalay Endüstriyel Mutfak Ekipmanları	Pişirme	Adr Seri Doner Robotu	ADR-14G	ATALAY		Atalay ADR Seri Döner Robotu ADR-14G 14 (7x2)	501894.0					NO_MATCH	NO_MATCH	LOW	NOT_FOUND	https://equsto.com/shop/adr-14g		No match found on Mutbex
ATALAY	Atalay Endüstriyel Mutfak Ekipmanları	Pişirme	Adr Seri Doner Robotu	ADR-5E	ATALAY		Atalay ADR Seri Döner Robotu ADR-5E 100x110x170 cm.	417451.0					NO_MATCH	NO_MATCH	LOW	NOT_FOUND	https://equsto.com/shop/adr-5e		No match found on Mutbex
ATALAY	Atalay Endüstriyel Mutfak Ekipmanları	Pişirme	Adr Seri Doner Robotu	ADR-5G	ATALAY		Atalay ADR Seri Döner Robotu ADR-5G 130x140x170 cm.	408980.0					NO_MATCH	NO_MATCH	LOW	NOT_FOUND	https://equsto.com/shop/adr-5g		No match found on Mutbex
ATALAY	Atalay Endüstriyel Mutfak Ekipmanları	Pişirme	Adr Seri Doner Robotu	ADR-C1-10E	ATALAY		Atalay ADR-C1-10E 10 90x110x147 cm	416392.0					NO_MATCH	NO_MATCH	LOW	NOT_FOUND	https://equsto.com/shop/adr-c1-10e		No match found on Mutbex
ATALAY	Atalay Endüstriyel Mutfak Ekipmanları	Pişirme	Adr Seri Doner Robotu	ADR-C1-10E-GK	ATALAY		Atalay ADR-C1-10E-GK 10 90x110x147 cm	469070.0					NO_MATCH	NO_MATCH	LOW	NOT_FOUND	https://equsto.com/shop/adr-c1-10e-gk		No match found on Mutbex
ATALAY	Atalay Endüstriyel Mutfak Ekipmanları	Pişirme	Adr Seri Doner Robotu	ADR-C1-10G	ATALAY		Atalay ADR-C1-10G 10 90x110x147 cm.	403156.0					NO_MATCH	NO_MATCH	LOW	NOT_FOUND	https://equsto.com/shop/adr-c1-10g		No match found on Mutbex
ATALAY	Atalay Endüstriyel Mutfak Ekipmanları	Pişirme	Adr Seri Doner Robotu	ADR-C1-10G-GK	ATALAY		Atalay ADR-C1-10G-GK 10 90x110x147 cm.	455834.0					NO_MATCH	NO_MATCH	LOW	NOT_FOUND	https://equsto.com/shop/adr-c1-10g-gk		No match found on Mutbex
ATALAY	Atalay Endüstriyel Mutfak Ekipmanları	Pişirme	Adr Seri Doner Robotu	ADR-C1-4E	ATALAY		Atalay ADR-C1-4E 4 80x80x140 cm.	363714.0					NO_MATCH	NO_MATCH	LOW	NOT_FOUND	https://equsto.com/shop/adr-c1-4e		No match found on Mutbex
ATALAY	Atalay Endüstriyel Mutfak Ekipmanları	Pişirme	Adr Seri Doner Robotu	ADR-C1-4E-GK	ATALAY		Atalay ADR-C1-4E-GK 4 80x80x140 cm.	412157.0					NO_MATCH	NO_MATCH	LOW	NOT_FOUND	https://equsto.com/shop/adr-c1-4e-gk		No match found on Mutbex
ATALAY	Atalay Endüstriyel Mutfak Ekipmanları	Pişirme	Adr Seri Doner Robotu	ADR-C1-4G	ATALAY		Atalay ADR-C1-4G 4 80x100x140 cm.	351538.0					NO_MATCH	NO_MATCH	LOW	NOT_FOUND	https://equsto.com/shop/adr-c1-4g		No match found on Mutbex
ATALAY	Atalay Endüstriyel Mutfak Ekipmanları	Pişirme	Adr Seri Doner Robotu	ADR-C1-4G-GK	ATALAY		Atalay ADR-C1-4G-GK 4 80x100x140 cm.	400245.0					NO_MATCH	NO_MATCH	LOW	NOT_FOUND	https://equsto.com/shop/adr-c1-4g-gk		No match found on Mutbex
ATALAY	Atalay Endüstriyel Mutfak Ekipmanları	Pişirme	Adr Seri Doner Robotu	ADR-C1-5	ATALAY		Atalay ADR-C1-5 ﬁiﬂ Grubunu, Robot üzerinde sarmaya dönüﬂüm seti 12 x 12	3865.0					NO_MATCH	NO_MATCH	LOW	NOT_FOUND	https://equsto.com/shop/adr-c1-5		No match found on Mutbex
ATALAY	Atalay Endüstriyel Mutfak Ekipmanları	Pişirme	Adr Seri Doner Robotu	ADR-C1-5E	ATALAY		Atalay ADR-C1-5E 5 80x80x140 cm.	381979.0					NO_MATCH	NO_MATCH	LOW	NOT_FOUND	https://equsto.com/shop/adr-c1-5e		No match found on Mutbex
ATALAY	Atalay Endüstriyel Mutfak Ekipmanları	Pişirme	Adr Seri Doner Robotu	ADR-C1-5E-GK	ATALAY		Atalay ADR-C1-5E-GK 5 80x80x140 cm.	430422.0					NO_MATCH	NO_MATCH	LOW	NOT_FOUND	https://equsto.com/shop/adr-c1-5e-gk		No match found on Mutbex
ATALAY	Atalay Endüstriyel Mutfak Ekipmanları	Pişirme	Adr Seri Doner Robotu	ADR-C1-5G	ATALAY		Atalay ADR-C1-5G 5 80x100x140 cm.	369803.0					NO_MATCH	NO_MATCH	LOW	NOT_FOUND	https://equsto.com/shop/adr-c1-5g		No match found on Mutbex
ATALAY	Atalay Endüstriyel Mutfak Ekipmanları	Pişirme	Adr Seri Doner Robotu	ADR-C1-5G-GK	ATALAY		Atalay ADR-C1-5G-GK 5 80x100x140 cm.	418245.0					NO_MATCH	NO_MATCH	LOW	NOT_FOUND	https://equsto.com/shop/adr-c1-5g-gk		No match found on Mutbex
ATALAY	Atalay Endüstriyel Mutfak Ekipmanları	Pişirme	Adr Seri Doner Robotu	ADR-C1-8E	ATALAY		Atalay ADR-C1-8E 8 90x110x147 cm.	396539.0					NO_MATCH	NO_MATCH	LOW	NOT_FOUND	https://equsto.com/shop/adr-c1-8e		No match found on Mutbex
ATALAY	Atalay Endüstriyel Mutfak Ekipmanları	Pişirme	Adr Seri Doner Robotu	ADR-C1-8E-GK	ATALAY		Atalay ADR-C1-8E-GK 8 90x110x147 cm.	449216.0					NO_MATCH	NO_MATCH	LOW	NOT_FOUND	https://equsto.com/shop/adr-c1-8e-gk		No match found on Mutbex
ATALAY	Atalay Endüstriyel Mutfak Ekipmanları	Pişirme	Adr Seri Doner Robotu	ADR-C1-8G	ATALAY		Atalay ADR-C1-8G 8 90x110x147 cm.	383303.0					NO_MATCH	NO_MATCH	LOW	NOT_FOUND	https://equsto.com/shop/adr-c1-8g		No match found on Mutbex
ATALAY	Atalay Endüstriyel Mutfak Ekipmanları	Pişirme	Adr Seri Doner Robotu	ADR-C1-8G-GK	ATALAY		Atalay ADR-C1-8G-GK 8 90x110x147 cm.	436245.0					NO_MATCH	NO_MATCH	LOW	NOT_FOUND	https://equsto.com/shop/adr-c1-8g-gk		No match found on Mutbex
